iter,train_loss,optimization_loss,train_aux_loss,val_loss,val_aux_loss,router_entropy,max_load_fraction,load_cv,lr,tokens_seen,elapsed_s,tokens_per_second,peak_vram_gib,attn_mode,backbone,seed,train_data_seed,val_data_seed
0,nan,nan,nan,10.935685119628907,0.008173083212847512,2.615527629852295,0.25025758147239685,0.7052670780403865,0.0,0,36.0,nan,5.173828125,mha,moe,42,100042,200042
500,6.136303186416626,6.14213764667511,0.005834501353092492,6.102095685005188,0.0057602295473528405,2.09410138130188,0.12779174745082855,0.3274914599781839,0.0001497,16384000,387.3,42299.20556982639,8.591796875,mha,moe,42,100042,200042
1000,5.174137830734253,5.179959416389465,0.00582158740144223,5.272167704900106,0.005788567394483834,1.769975757598877,0.1220410168170929,0.30643275484792876,0.00029969999999999997,32768000,738.1,44395.88456095233,9.16015625,mha,moe,42,100042,200042
1500,4.740631699562073,4.746388077735901,0.0057563865557312965,4.805598685741424,0.005659980453395595,1.7439274311065673,0.11716186255216599,0.24462662379311317,0.0004496999999999999,49152000,1089.2,45125.908049314035,9.197265625,mha,moe,42,100042,200042
2000,4.486303091049194,4.491902112960815,0.005598986870609224,4.5536286719640096,0.005681559150883307,1.7691442728042603,0.11512207239866257,0.2663985828584951,0.0005996999999999999,65536000,1439.2,45536.99376282888,9.197265625,mha,moe,42,100042,200042
2500,4.379574537277222,4.385249137878418,0.0056746749905869365,4.379335074424744,0.0056687431898899375,1.7566705703735352,0.11383056640625,0.2685891030584169,0.0005981266088736952,81920000,1789.9,45766.669155821546,9.197265625,mha,moe,42,100042,200042
3000,4.149587512016296,4.155332684516907,0.005745158530771732,4.27261060277621,0.005688024838455021,1.7545966386795044,0.12346313148736954,0.270517854530235,0.0005925175294683882,98304000,2140.5,45926.54205415288,9.197265625,mha,moe,42,100042,200042
3500,4.2605907917022705,4.266333162784576,0.00574226351454854,4.195050170024236,0.005699553964659571,1.7360249280929565,0.12577880918979645,0.26370143513821814,0.0005832509032072879,114688000,2491.3,46035.48586856234,9.197265625,mha,moe,42,100042,200042
4000,4.130503416061401,4.136161804199219,0.005658294074237347,4.1343823722998305,0.005659965733842303,1.7224627494812013,0.12346557527780533,0.25287383180654316,0.0005704558381153472,131072000,2841.1,46134.488568794324,9.197265625,mha,moe,42,100042,200042
4500,3.9771127700805664,3.9826785922050476,0.005565824336372316,4.084824355840683,0.00567389666258047,1.7209918975830079,0.12141112983226776,0.26314192946706977,0.0005543106024788456,147456000,3191.9,46197.356231115344,9.197265625,mha,moe,42,100042,200042
5000,4.042951166629791,4.0486326813697815,0.005681565497070551,4.042865350643794,0.005662351104741295,1.7030068159103393,0.12185424566268921,0.2595943372094386,0.000535040141107975,163840000,3541.8,46259.434643918175,9.197265625,mha,moe,42,100042,200042
5500,3.950800657272339,3.9565354585647583,0.005734862177632749,4.014820892413457,0.00567424574168399,1.6949944496154785,0.12389404326677322,0.24871447424492063,0.0005129129412749549,180224000,3892.5,46300.44146037907,9.197265625,mha,moe,42,100042,200042
6000,3.805900752544403,3.8115867376327515,0.005686039105057716,3.9825249652067822,0.005672977586121609,1.6877780437469483,0.12611572444438934,0.27072050289934074,0.00048823729199324884,196608000,4242.4,46343.81873857848,9.197265625,mha,moe,42,100042,200042
6500,3.8618136644363403,3.8676106333732605,0.005797021207399666,3.957779457171758,0.005672499084224304,1.6846074104309081,0.12338744848966599,0.24889595963804814,0.00046135698875578174,212992000,4593.1,46372.130961757975,9.197265625,mha,moe,42,100042,200042
7000,3.888581693172455,3.894214391708374,0.005632717744447291,3.926915142138799,0.005656605801389863,1.6823799848556518,0.12343383580446243,0.25143570214327104,0.000432646543576239,229376000,4942.9,46404.71836925847,9.197265625,mha,moe,42,100042,200042
7500,3.7464473843574524,3.7520869970321655,0.005639613140374422,3.9028568410873414,0.005663323861081153,1.6740321874618531,0.11881713569164276,0.24409919959142518,0.00040250596706994045,245760000,5293.8,46424.27135142766,9.197265625,mha,moe,42,100042,200042
8000,3.7707390189170837,3.776366114616394,0.00562706496566534,3.88105073372523,0.005679208838846535,1.6682442665100097,0.12385253608226776,0.2479484357103078,0.00037135519527336944,262144000,5643.8,46448.53532030902,9.197265625,mha,moe,42,100042,200042
8500,3.6926982402801514,3.698385536670685,0.005687265773303807,3.857165250380834,0.005679623201334228,1.6663158655166626,0.12507201731204987,0.24381574869398803,0.00033962823885115036,278528000,5994.6,46463.46790990166,9.197265625,mha,moe,42,100042,200042
9000,3.835270047187805,3.840941846370697,0.005671848193742335,3.8415876932938895,0.0056576061396238705,1.6625946044921875,0.12159057706594467,0.24203354365704746,0.00030776713620712216,294912000,6344.4,46483.65988330824,9.197265625,mha,moe,42,100042,200042
9500,3.708040237426758,3.7137348651885986,0.005694633815437555,3.81838064233462,0.0056794436881318685,1.6565528154373168,0.12489745765924454,0.24308575536024635,0.0002762157947482825,311296000,6694.9,46497.28289665223,9.197265625,mha,moe,42,100042,200042
10000,3.8118807673454285,3.8175050020217896,0.005624204524792731,3.7967150708039603,0.005665472780819982,1.6577256679534913,0.1271093785762787,0.245442681334424,0.00024541380610869324,327680000,7044.8,46513.95759000126,9.197265625,mha,moe,42,100042,200042
10500,3.6534902453422546,3.6591137051582336,0.005623531993478537,3.7687440530459084,0.005666047357954085,1.6587830066680909,0.12298583984375,0.23768632376817841,0.00021579032150324256,344064000,7395.5,46523.475223157686,9.197265625,mha,moe,42,100042,200042
11000,3.6632643938064575,3.6688807606697083,0.005616352311335504,3.773964413801829,0.005646887196538349,1.6558840036392213,0.12564820051193237,0.24039796526034926,0.0001877580725433998,360448000,7745.4,46537.27695853827,9.197265625,mha,moe,42,100042,200042
11500,3.7247279286384583,3.730289876461029,0.005561957368627191,3.7584591058890027,0.005663681387280424,1.6517174959182739,0.12449219077825546,0.23690858172006818,0.00016170762082042857,376832000,8096.1,46544.826353573626,9.197265625,mha,moe,42,100042,200042
12000,3.6514474749565125,3.6571277379989624,0.005680243717506528,3.7324888936678566,0.005667954764794559,1.6468847513198852,0.12511231005191803,0.23355799479731293,0.0001380019163742152,393216000,8445.9,46557.272580590274,9.197265625,mha,moe,42,100042,200042
