iter,train_loss,val_loss,lr,tokens_seen,elapsed_s,attn_mode,seed
0,nan,10.936717414855957,0.0006,0,0.0,mla_norope,123
500,6.168093204498291,6.161750523249308,0.0001497,16384000,242.2,mla_norope,123
1000,5.345990300178528,5.39142929315567,0.00029969999999999997,32768000,463.5,mla_norope,123
1500,4.942107558250427,4.88495799779892,0.0004496999999999999,49152000,684.8,mla_norope,123
2000,4.56279993057251,4.606670889854431,0.0005996999999999999,65536000,906.0,mla_norope,123
2500,4.352705955505371,4.435806771119435,0.0005981266088736952,81920000,1127.3,mla_norope,123
3000,4.310180425643921,4.327638300259908,0.0005925175294683882,98304000,1348.6,mla_norope,123
3500,4.215087175369263,4.259573406378428,0.0005832509032072879,114688000,1569.8,mla_norope,123
4000,4.137463748455048,4.193866092363994,0.0005704558381153472,131072000,1791.1,mla_norope,123
4500,4.1426838636398315,4.155923143227895,0.0005543106024788456,147456000,2012.4,mla_norope,123
5000,4.098998606204987,4.118792488972346,0.000535040141107975,163840000,2233.7,mla_norope,123
5500,4.126631736755371,4.0887428772449494,0.0005129129412749549,180224000,2455.5,mla_norope,123
6000,4.091937065124512,4.068044358491898,0.00048823729199324884,196608000,2676.7,mla_norope,123
6500,3.8397842049598694,4.0371520507335665,0.00046135698875578174,212992000,2897.9,mla_norope,123
7000,3.885014832019806,4.013580734729767,0.000432646543576239,229376000,3119.0,mla_norope,123
7500,3.908732295036316,3.987421815395355,0.00040250596706994045,245760000,3340.2,mla_norope,123
8000,3.835431158542633,3.9721980067094167,0.00037135519527336944,262144000,3561.4,mla_norope,123
8500,3.8811227679252625,3.955567373832067,0.00033962823885115036,278528000,3782.7,mla_norope,123
9000,3.8629871606826782,3.9253404172261557,0.00030776713620712216,294912000,4003.9,mla_norope,123
9500,3.7704522609710693,3.900403863588969,0.0002762157947482825,311296000,4225.0,mla_norope,123
10000,3.716407060623169,3.890116532246272,0.00024541380610869324,327680000,4446.2,mla_norope,123
10500,3.9293265342712402,3.866319667895635,0.00021579032150324256,344064000,4667.9,mla_norope,123
11000,3.8310892581939697,3.8544698357582092,0.0001877580725433998,360448000,4889.0,mla_norope,123
11500,3.8470163345336914,3.8363967061042787,0.00016170762082042857,376832000,5110.2,mla_norope,123
12000,3.6743618845939636,3.8276824494202932,0.0001380019163742152,393216000,5331.3,mla_norope,123
12500,3.833857476711273,3.817400049765905,0.00011697124086228238,409600000,5552.5,mla_norope,123
13000,3.8387362957000732,3.8007414444287617,9.890860588370181e-05,425984000,5773.7,mla_norope,123
13500,3.7084373831748962,3.7885092560450238,8.406567057113034e-05,442368000,5994.8,mla_norope,123
14000,3.586524248123169,3.7982786790529888,7.264923532945212e-05,458752000,6216.0,mla_norope,123
14500,3.6873687505722046,3.7770831660429636,6.481836057229788e-05,475136000,6437.2,mla_norope,123
15000,3.648921012878418,3.7722460623582204,6.068215059988e-05,491520000,6658.4,mla_norope,123
