iter,train_loss,val_loss,lr,tokens_seen,elapsed_s,attn_mode,seed
0,nan,10.951616872151693,0.0006,0,0.0,mla,42
500,6.163415193557739,6.200382653077443,0.0001497,16384000,231.0,mla,42
1000,5.370992541313171,5.396929228305817,0.00029969999999999997,32768000,442.0,mla,42
1500,4.86601984500885,4.951510461966197,0.0004496999999999999,49152000,653.1,mla,42
2000,4.630853652954102,4.629347270329793,0.0005996999999999999,65536000,864.2,mla,42
2500,4.383530616760254,4.452805783748627,0.0005981266088736952,81920000,1075.2,mla,42
3000,4.311479091644287,4.340439848105112,0.0005925175294683882,98304000,1286.1,mla,42
3500,4.219205617904663,4.267051614920298,0.0005832509032072879,114688000,1497.1,mla,42
4000,4.230321288108826,4.221664268573125,0.0005704558381153472,131072000,1708.1,mla,42
4500,4.237265348434448,4.171624229351679,0.0005543106024788456,147456000,1919.2,mla,42
5000,4.072166800498962,4.1376575164000196,0.000535040141107975,163840000,2130.2,mla,42
5500,4.118978500366211,4.106061598459879,0.0005129129412749549,180224000,2341.6,mla,42
6000,3.9993258714675903,4.071037381092707,0.00048823729199324884,196608000,2552.6,mla,42
6500,4.0882232785224915,4.052992340326309,0.00046135698875578174,212992000,2763.5,mla,42
7000,3.9267945289611816,4.026993580261866,0.000432646543576239,229376000,2974.4,mla,42
7500,3.9364694952964783,3.9948836036523185,0.00040250596706994045,245760000,3185.2,mla,42
8000,3.9609615802764893,3.9777500637372336,0.00037135519527336944,262144000,3396.0,mla,42
8500,3.8533037900924683,3.954686875343323,0.00033962823885115036,278528000,3606.7,mla,42
9000,3.9578400254249573,3.9375017249584197,0.00030776713620712216,294912000,3817.5,mla,42
9500,3.8649675846099854,3.919828131198883,0.0002762157947482825,311296000,4028.6,mla,42
10000,3.8899144530296326,3.906229211091995,0.00024541380610869324,327680000,4239.6,mla,42
10500,3.7860559821128845,3.8876137324174245,0.00021579032150324256,344064000,4451.1,mla,42
11000,3.787309229373932,3.8761614028612774,0.0001877580725433998,360448000,4662.1,mla,42
11500,3.869496524333954,3.8589660040537517,0.00016170762082042857,376832000,4873.2,mla,42
12000,3.848742663860321,3.8418530941009523,0.0001380019163742152,393216000,5084.2,mla,42
12500,3.816015124320984,3.830845781962077,0.00011697124086228238,409600000,5295.2,mla,42
13000,3.8169789910316467,3.8275751948356627,9.890860588370181e-05,425984000,5506.4,mla,42
13500,3.7292152643203735,3.805818586349487,8.406567057113034e-05,442368000,5717.6,mla,42
14000,3.649483025074005,3.802206389506658,7.264923532945212e-05,458752000,5928.8,mla,42
14500,3.7050551176071167,3.799444420337677,6.481836057229788e-05,475136000,6140.0,mla,42
15000,3.693108558654785,3.7982512668768567,6.068215059988e-05,491520000,6351.2,mla,42
