iter,train_loss,val_loss,lr,tokens_seen,elapsed_s,attn_mode,seed
0,nan,10.934039548238118,0.0006,0,0.0,mla_norope,456
500,6.224472165107727,6.233909014860789,0.0001497,16384000,230.0,mla_norope,456
1000,5.420533299446106,5.442659629185995,0.00029969999999999997,32768000,439.9,mla_norope,456
1500,5.062339901924133,5.020367648601532,0.0004496999999999999,49152000,649.8,mla_norope,456
2000,4.731303691864014,4.732143259048462,0.0005996999999999999,65536000,859.6,mla_norope,456
2500,4.470436930656433,4.500245417753855,0.0005981266088736952,81920000,1069.5,mla_norope,456
3000,4.269708633422852,4.387177005608876,0.0005925175294683882,98304000,1279.4,mla_norope,456
3500,4.267184019088745,4.301505301793417,0.0005832509032072879,114688000,1489.2,mla_norope,456
4000,4.124703526496887,4.246912629206975,0.0005704558381153472,131072000,1699.0,mla_norope,456
4500,4.11473822593689,4.19682764728864,0.0005543106024788456,147456000,1908.7,mla_norope,456
5000,4.073956251144409,4.15911170522372,0.000535040141107975,163840000,2118.5,mla_norope,456
5500,4.0773221254348755,4.1297770269711815,0.0005129129412749549,180224000,2328.7,mla_norope,456
6000,4.0760921239852905,4.096417231559753,0.00048823729199324884,196608000,2538.5,mla_norope,456
6500,4.064584732055664,4.070448054075241,0.00046135698875578174,212992000,2748.3,mla_norope,456
7000,3.934055745601654,4.050242261886597,0.000432646543576239,229376000,2958.1,mla_norope,456
7500,3.9426628947257996,4.024608062108357,0.00040250596706994045,245760000,3167.9,mla_norope,456
8000,3.9175914525985718,3.9993807852268217,0.00037135519527336944,262144000,3377.6,mla_norope,456
8500,3.950156569480896,3.9713049602508543,0.00033962823885115036,278528000,3587.4,mla_norope,456
9000,3.89523583650589,3.957839628855387,0.00030776713620712216,294912000,3797.1,mla_norope,456
9500,3.8374471068382263,3.9352505632241566,0.0002762157947482825,311296000,4006.9,mla_norope,456
10000,3.863367795944214,3.9228184827168784,0.00024541380610869324,327680000,4216.6,mla_norope,456
10500,3.8302627205848694,3.8944351851940153,0.00021579032150324256,344064000,4426.9,mla_norope,456
11000,3.844121515750885,3.8904287691911064,0.0001877580725433998,360448000,4636.7,mla_norope,456
11500,3.7796987295150757,3.8670232570171357,0.00016170762082042857,376832000,4846.4,mla_norope,456
12000,3.699712097644806,3.859583596388499,0.0001380019163742152,393216000,5056.2,mla_norope,456
12500,3.7974798679351807,3.848674930334091,0.00011697124086228238,409600000,5265.9,mla_norope,456
13000,3.7378602623939514,3.8419256762663525,9.890860588370181e-05,425984000,5475.6,mla_norope,456
13500,3.6842868328094482,3.822918799718221,8.406567057113034e-05,442368000,5685.3,mla_norope,456
14000,3.772251069545746,3.82760019659996,7.264923532945212e-05,458752000,5895.1,mla_norope,456
14500,3.6964022517204285,3.821300943295161,6.481836057229788e-05,475136000,6104.8,mla_norope,456
15000,3.738809883594513,3.8056434245904285,6.068215059988e-05,491520000,6314.5,mla_norope,456
