iter,train_loss,val_loss,lr,tokens_seen,elapsed_s,attn_mode,seed
0,nan,10.91488395690918,0.0006,0,0.0,mha_rope,42
500,6.2166653871536255,6.196629877090454,0.0001497,16384000,223.4,mha_rope,42
1000,5.4798301458358765,5.388924443721772,0.00029969999999999997,32768000,427.4,mha_rope,42
1500,4.824452877044678,4.892106517950694,0.0004496999999999999,49152000,631.4,mha_rope,42
2000,4.59345805644989,4.617105955282847,0.0005996999999999999,65536000,835.5,mha_rope,42
2500,4.419032454490662,4.437887309392293,0.0005981266088736952,81920000,1039.5,mha_rope,42
3000,4.32131564617157,4.330138103167216,0.0005925175294683882,98304000,1243.6,mha_rope,42
3500,4.14028537273407,4.251385393142701,0.0005832509032072879,114688000,1447.6,mha_rope,42
4000,4.263988614082336,4.199128470818201,0.0005704558381153472,131072000,1651.6,mha_rope,42
4500,4.155973553657532,4.155204700628916,0.0005543106024788456,147456000,1855.7,mha_rope,42
5000,4.069560170173645,4.117664603392283,0.000535040141107975,163840000,2059.7,mha_rope,42
5500,4.103581488132477,4.076530493100484,0.0005129129412749549,180224000,2264.3,mha_rope,42
6000,4.013578295707703,4.056640377839407,0.00048823729199324884,196608000,2468.3,mha_rope,42
6500,3.9445173740386963,4.03182734966278,0.00046135698875578174,212992000,2672.3,mha_rope,42
7000,4.005678415298462,4.004196970860163,0.000432646543576239,229376000,2876.4,mha_rope,42
7500,3.961055815219879,3.9739675263563794,0.00040250596706994045,245760000,3080.4,mha_rope,42
8000,3.8855338096618652,3.9513154462973277,0.00037135519527336944,262144000,3284.4,mha_rope,42
8500,3.892346680164337,3.9382046584288277,0.00033962823885115036,278528000,3488.4,mha_rope,42
9000,3.8002630472183228,3.9150230288505554,0.00030776713620712216,294912000,3692.5,mha_rope,42
9500,3.787735164165497,3.8980676623185477,0.0002762157947482825,311296000,3896.5,mha_rope,42
10000,3.8364851474761963,3.882621939579646,0.00024541380610869324,327680000,4100.5,mha_rope,42
10500,3.706575095653534,3.86613698999087,0.00021579032150324256,344064000,4305.1,mha_rope,42
11000,3.807727873325348,3.8424285769462587,0.0001877580725433998,360448000,4509.1,mha_rope,42
11500,3.701821506023407,3.828471880356471,0.00016170762082042857,376832000,4713.2,mha_rope,42
12000,3.7162312269210815,3.8124156443277997,0.0001380019163742152,393216000,4917.2,mha_rope,42
12500,3.788081705570221,3.803573809862137,0.00011697124086228238,409600000,5121.2,mha_rope,42
13000,3.7924280166625977,3.7878501264254254,9.890860588370181e-05,425984000,5325.2,mha_rope,42
13500,3.7266892194747925,3.78990944425265,8.406567057113034e-05,442368000,5529.2,mha_rope,42
14000,3.7035410404205322,3.7774498466650646,7.264923532945212e-05,458752000,5733.3,mha_rope,42
14500,3.8124457001686096,3.771650615533193,6.481836057229788e-05,475136000,5937.4,mha_rope,42
15000,3.52656090259552,3.777900041341782,6.068215059988e-05,491520000,6141.4,mha_rope,42
