iter,train_loss,val_loss,lr,tokens_seen,elapsed_s,attn_mode,seed
0,nan,10.903289883931478,0.0006,0,0.0,mla_norope,42
500,6.228247880935669,6.230764320691427,0.0001497,16384000,230.0,mla_norope,42
1000,5.46190881729126,5.435426944891612,0.00029969999999999997,32768000,439.8,mla_norope,42
1500,4.9503196477890015,4.977046016057332,0.0004496999999999999,49152000,649.7,mla_norope,42
2000,4.7152968645095825,4.667537947495778,0.0005996999999999999,65536000,859.6,mla_norope,42
2500,4.473036885261536,4.4972523808479306,0.0005981266088736952,81920000,1069.4,mla_norope,42
3000,4.363739609718323,4.375929017861684,0.0005925175294683882,98304000,1279.3,mla_norope,42
3500,4.320147275924683,4.31218955596288,0.0005832509032072879,114688000,1489.1,mla_norope,42
4000,4.1988338232040405,4.254245725870132,0.0005704558381153472,131072000,1699.0,mla_norope,42
4500,4.143013954162598,4.209524934689204,0.0005543106024788456,147456000,1908.9,mla_norope,42
5000,4.142300486564636,4.168612412611643,0.000535040141107975,163840000,2118.8,mla_norope,42
5500,4.146401524543762,4.131454959710439,0.0005129129412749549,180224000,2329.2,mla_norope,42
6000,4.103837966918945,4.10182234565417,0.00048823729199324884,196608000,2539.1,mla_norope,42
6500,3.983966290950775,4.077234094142914,0.00046135698875578174,212992000,2749.6,mla_norope,42
7000,4.020350217819214,4.042622227668762,0.000432646543576239,229376000,2959.5,mla_norope,42
7500,3.9683746099472046,4.0313957436879475,0.00040250596706994045,245760000,3169.4,mla_norope,42
8000,3.9435154795646667,4.014518330097198,0.00037135519527336944,262144000,3379.3,mla_norope,42
8500,3.9379045963287354,3.9845339918136595,0.00033962823885115036,278528000,3589.1,mla_norope,42
9000,3.86442494392395,3.9701270298163096,0.00030776713620712216,294912000,3799.0,mla_norope,42
9500,3.8934773206710815,3.948546529610952,0.0002762157947482825,311296000,4008.8,mla_norope,42
10000,3.851950228214264,3.926907296180725,0.00024541380610869324,327680000,4218.7,mla_norope,42
10500,3.7772627472877502,3.9103934315840405,0.00021579032150324256,344064000,4429.0,mla_norope,42
11000,3.7831623554229736,3.887892254193624,0.0001877580725433998,360448000,4638.9,mla_norope,42
11500,3.812744677066803,3.874309192498525,0.00016170762082042857,376832000,4848.7,mla_norope,42
12000,3.7815627455711365,3.875192183256149,0.0001380019163742152,393216000,5058.6,mla_norope,42
12500,3.713397204875946,3.8573452444871266,0.00011697124086228238,409600000,5268.7,mla_norope,42
13000,3.7038609981536865,3.8486087659994763,9.890860588370181e-05,425984000,5478.6,mla_norope,42
13500,3.666921615600586,3.83800994793574,8.406567057113034e-05,442368000,5688.4,mla_norope,42
14000,3.723629891872406,3.8252593751748405,7.264923532945212e-05,458752000,5898.2,mla_norope,42
14500,3.697443127632141,3.822895023028056,6.481836057229788e-05,475136000,6108.1,mla_norope,42
15000,3.8193582892417908,3.8170614246527355,6.068215059988e-05,491520000,6317.9,mla_norope,42
