iter,train_loss,optimization_loss,train_aux_loss,val_loss,val_aux_loss,router_entropy,max_load_fraction,load_cv,lr,tokens_seen,elapsed_s,attn_mode,seed,train_data_seed,val_data_seed
5500,4.037481248378754,4.043110132217407,0.005628872546367347,4.015798418521881,0.0056391891348175705,1.770580267906189,0.10794911533594131,0.25724902670572036,0.0005129129412749549,180224000,4999.4,mla,123,100123,200123
6000,3.9434152245521545,3.949008524417877,0.005593401845544577,3.9881809198856355,0.005649847459668914,1.7549760818481446,0.10798929631710052,0.25477423126880966,0.00048823729199324884,196608000,5448.6,mla,123,100123,200123
6500,3.8400083780288696,3.845598518848419,0.0055901586310938,3.9525611225763955,0.005654886225238442,1.7421026229858398,0.10929066687822342,0.2554641702753847,0.00046135698875578174,212992000,5901.0,mla,123,100123,200123
7000,3.881009340286255,3.8866273760795593,0.005618036258965731,3.927873002290726,0.005656491580108802,1.7310258388519286,0.10768798738718033,0.24995340777147068,0.000432646543576239,229376000,6350.5,mla,123,100123,200123
7500,3.8850536346435547,3.890696883201599,0.005643220152705908,3.9053266151746113,0.005655477723727624,1.7218750715255737,0.1073855608701706,0.24880892144197458,0.00040250596706994045,245760000,6801.9,mla,123,100123,200123
8000,3.844813346862793,3.8504306077957153,0.005617263144813478,3.8775926570097607,0.005674439034579943,1.705422830581665,0.11150919646024704,0.2523080444473974,0.00037135519527336944,262144000,7251.2,mla,123,100123,200123
8500,3.6672059893608093,3.6729307174682617,0.0057247086660936475,3.8574151770273843,0.005683629640067617,1.6945876121520995,0.10959024727344513,0.2588095363998417,0.00033962823885115036,278528000,7704.2,mla,123,100123,200123
9000,3.7419166564941406,3.7475350499153137,0.005618403432890773,3.8489582947889964,0.005670163217776765,1.6836658000946045,0.10856425017118454,0.250820188181428,0.00030776713620712216,294912000,8153.4,mla,123,100123,200123
9500,3.7303348779678345,3.7359912991523743,0.005656457506120205,3.81627462943395,0.005681237623405953,1.6709718465805055,0.10787312686443329,0.24870970141602733,0.0002762157947482825,311296000,8605.2,mla,123,100123,200123
10000,3.7625381350517273,3.768286406993866,0.005748296738602221,3.8072349484761556,0.005685509163886309,1.659477162361145,0.10829142481088638,0.26068550848369754,0.00024541380610869324,327680000,9054.6,mla,123,100123,200123
10500,3.7845965027809143,3.7903109192848206,0.005714357364922762,3.783845978577932,0.005681820010455946,1.6593439817428588,0.10761372745037079,0.2540414588038371,0.00021579032150324256,344064000,9507.6,mla,123,100123,200123
11000,3.7564154267311096,3.7621082067489624,0.005692833103239536,3.758141930103302,0.00568442733415092,1.6521108388900756,0.10998758673667908,0.24914168523127,0.0001877580725433998,360448000,9957.1,mla,123,100123,200123
11500,3.652988612651825,3.6585922837257385,0.005603665602393448,3.7528143350283303,0.005672195470736672,1.6498642444610596,0.10785329341888428,0.24350531904888334,0.00016170762082042857,376832000,10408.5,mla,123,100123,200123
12000,3.581076204776764,3.586842954158783,0.0057667100336402655,3.7332266970475514,0.005685273715450118,1.64081711769104,0.10866323113441467,0.2511576770572791,0.0001380019163742152,393216000,10857.8,mla,123,100123,200123
12500,3.722619950771332,3.7282124757766724,0.0055925920605659485,3.728478180964788,0.005672940435664108,1.64443678855896,0.10910248011350632,0.2493642687159782,0.00011697124086228238,409600000,11311.2,mla,123,100123,200123
13000,3.629545509815216,3.635138213634491,0.0055926855420693755,3.709733186165492,0.005675314161926508,1.6415996551513672,0.10943105071783066,0.2551850035840859,9.890860588370181e-05,425984000,11760.5,mla,123,100123,200123
13500,3.664664566516876,3.6703214049339294,0.0056568533182144165,3.704383152723312,0.005666347039708247,1.6375366926193238,0.10863342136144638,0.24914890044984514,8.406567057113034e-05,442368000,12212.1,mla,123,100123,200123
14000,3.558474540710449,3.5640870332717896,0.00561253004707396,3.694980128208796,0.005684970542012404,1.6333287477493286,0.10984782129526138,0.2510845604728461,7.264923532945212e-05,458752000,12661.1,mla,123,100123,200123
14500,3.556999146938324,3.5626896619796753,0.00569047499448061,3.6870924580097197,0.005670229146101822,1.6278931140899657,0.11000996828079224,0.24794065257360504,6.481836057229788e-05,475136000,13114.0,mla,123,100123,200123
15000,3.5578445196151733,3.5635107159614563,0.005666138255037367,3.6893481461207074,0.005662207345012576,1.628349733352661,0.10969217866659164,0.25366557002423573,6.068215059988e-05,491520000,13563.2,mla,123,100123,200123
