iter,train_loss,val_loss,lr,tokens_seen,elapsed_s,attn_mode,seed,train_data_seed,val_data_seed
0,nan,10.922733675638835,0.0,0,0.0,mha,456,100456,200456
500,6.120455026626587,6.158952822685242,0.0001497,16384000,221.1,mha,456,100456,200456
1000,5.387865304946899,5.368066205183665,0.00029969999999999997,32768000,422.7,mha,456,100456,200456
1500,4.846766710281372,4.871448036829631,0.0004496999999999999,49152000,624.3,mha,456,100456,200456
2000,4.5451788902282715,4.587399792671204,0.0005996999999999999,65536000,826.0,mha,456,100456,200456
2500,4.43107807636261,4.432471493085226,0.0005981266088736952,81920000,1027.6,mha,456,100456,200456
3000,4.253674387931824,4.320142008463542,0.0005925175294683882,98304000,1229.2,mha,456,100456,200456
3500,4.265173673629761,4.253760687112808,0.0005832509032072879,114688000,1430.8,mha,456,100456,200456
4000,4.097238779067993,4.1962914824485775,0.0005704558381153472,131072000,1632.5,mha,456,100456,200456
4500,4.167025089263916,4.149241290489832,0.0005543106024788456,147456000,1834.1,mha,456,100456,200456
5000,4.1025471687316895,4.112792407274246,0.000535040141107975,163840000,2035.7,mha,456,100456,200456
5500,4.010809659957886,4.08951827009519,0.0005129129412749549,180224000,2237.9,mha,456,100456,200456
6000,4.012233018875122,4.056726859410603,0.00048823729199324884,196608000,2439.5,mha,456,100456,200456
6500,4.0231404304504395,4.022106451590856,0.00046135698875578174,212992000,2641.1,mha,456,100456,200456
7000,3.967277407646179,4.000589050849279,0.000432646543576239,229376000,2842.8,mha,456,100456,200456
7500,3.9442275166511536,3.981598469813665,0.00040250596706994045,245760000,3044.3,mha,456,100456,200456
8000,3.983265459537506,3.9710663386185963,0.00037135519527336944,262144000,3245.9,mha,456,100456,200456
8500,3.859171211719513,3.9409508335590364,0.00033962823885115036,278528000,3447.5,mha,456,100456,200456
9000,3.7786648869514465,3.917041459083557,0.00030776713620712216,294912000,3649.1,mha,456,100456,200456
9500,3.8177877068519592,3.901125204960505,0.0002762157947482825,311296000,3850.7,mha,456,100456,200456
10000,3.872568130493164,3.8796448922157287,0.00024541380610869324,327680000,4052.3,mha,456,100456,200456
10500,3.8652524948120117,3.8600381632645924,0.00021579032150324256,344064000,4254.8,mha,456,100456,200456
11000,3.797758102416992,3.8558192296822864,0.0001877580725433998,360448000,4456.4,mha,456,100456,200456
11500,3.7771750688552856,3.837395754257838,0.00016170762082042857,376832000,4657.9,mha,456,100456,200456
12000,3.773343861103058,3.8169513420263925,0.0001380019163742152,393216000,4859.5,mha,456,100456,200456
12500,3.6205243468284607,3.8076925627390543,0.00011697124086228238,409600000,5061.1,mha,456,100456,200456
13000,3.636537551879883,3.7945663515726724,9.890860588370181e-05,425984000,5262.6,mha,456,100456,200456
13500,3.7132042050361633,3.7896161476771035,8.406567057113034e-05,442368000,5464.2,mha,456,100456,200456
14000,3.725023031234741,3.789197201728821,7.264923532945212e-05,458752000,5665.8,mha,456,100456,200456
14500,3.645730972290039,3.7758361844221753,6.481836057229788e-05,475136000,5867.4,mha,456,100456,200456
15000,3.727787673473358,3.763921108643214,6.068215059988e-05,491520000,6069.0,mha,456,100456,200456
