iter,train_loss,val_loss,lr,tokens_seen,elapsed_s,attn_mode,seed
0,nan,10.914425086975097,0.0006,0,0.0,mha,42
500,6.191498637199402,6.174225053787231,0.0001497,16384000,224.0,mha,42
1000,5.467033267021179,5.375433155695597,0.00029969999999999997,32768000,428.3,mha,42
1500,4.8233736753463745,4.888992565472921,0.0004496999999999999,49152000,632.7,mha,42
2000,4.5945048332214355,4.606198635896047,0.0005996999999999999,65536000,837.1,mha,42
2500,4.419314622879028,4.434835426807403,0.0005981266088736952,81920000,1041.5,mha,42
3000,4.315688610076904,4.331475242376327,0.0005925175294683882,98304000,1246.0,mha,42
3500,4.144538998603821,4.256043397188186,0.0005832509032072879,114688000,1450.5,mha,42
4000,4.2641907930374146,4.199559689760208,0.0005704558381153472,131072000,1655.1,mha,42
4500,4.156519174575806,4.159691441853841,0.0005543106024788456,147456000,1859.6,mha,42
5000,4.07513964176178,4.122255209684372,0.000535040141107975,163840000,2064.0,mha,42
5500,4.113748490810394,4.084653158585231,0.0005129129412749549,180224000,2269.3,mha,42
6000,4.022469997406006,4.065840726693471,0.00048823729199324884,196608000,2473.7,mha,42
6500,3.956793785095215,4.037012884616852,0.00046135698875578174,212992000,2678.1,mha,42
7000,3.998838722705841,4.011989909807841,0.000432646543576239,229376000,2882.6,mha,42
7500,3.956741154193878,3.9793701283137004,0.00040250596706994045,245760000,3087.0,mha,42
8000,3.890648066997528,3.9598583817481994,0.00037135519527336944,262144000,3291.5,mha,42
8500,3.9000735878944397,3.94564830938975,0.00033962823885115036,278528000,3495.9,mha,42
9000,3.815216898918152,3.924469983180364,0.00030776713620712216,294912000,3700.3,mha,42
9500,3.792228639125824,3.905566364924113,0.0002762157947482825,311296000,3904.8,mha,42
10000,3.8430630564689636,3.8904863262176512,0.00024541380610869324,327680000,4109.2,mha,42
10500,3.724529504776001,3.8733029572168984,0.00021579032150324256,344064000,4314.2,mha,42
11000,3.819938898086548,3.8489510309696198,0.0001877580725433998,360448000,4518.6,mha,42
11500,3.7119925022125244,3.8370809038480123,0.00016170762082042857,376832000,4723.0,mha,42
12000,3.7287487983703613,3.8208540813128153,0.0001380019163742152,393216000,4927.5,mha,42
12500,3.8027032017707825,3.811256843805313,0.00011697124086228238,409600000,5131.9,mha,42
13000,3.8009557127952576,3.7966668252150217,9.890860588370181e-05,425984000,5336.4,mha,42
13500,3.735747456550598,3.798876987695694,8.406567057113034e-05,442368000,5540.8,mha,42
14000,3.7168224453926086,3.786676878531774,7.264923532945212e-05,458752000,5745.2,mha,42
14500,3.8223186135292053,3.7804843548933666,6.481836057229788e-05,475136000,5949.6,mha,42
15000,3.5336602926254272,3.7863842165470123,6.068215059988e-05,491520000,6154.1,mha,42
