iter,train_loss,optimization_loss,train_aux_loss,val_loss,val_aux_loss,router_entropy,max_load_fraction,load_cv,lr,tokens_seen,elapsed_s,attn_mode,seed,train_data_seed,val_data_seed
0,nan,nan,nan,10.969630018870037,0.006045859407167882,2.6144177436828615,0.2292155921459198,0.7142431398471997,0.0,0,40.6,mla,42,100042,200042
500,6.15417754650116,6.159788370132446,0.005610712105408311,6.152795399030049,0.005553142108644048,2.2168785095214845,0.11465077847242355,0.26935433712157486,0.0001497,16384000,491.4,mla,42,100042,200042
1000,5.250074028968811,5.255695343017578,0.005621382617391646,5.287585399150848,0.005729149717371911,1.7957993507385255,0.09469563513994217,0.2472533474199607,0.00029969999999999997,32768000,939.9,mla,42,100042,200042
1500,4.747331023216248,4.752941727638245,0.005610713385976851,4.772341864109039,0.005692539887192349,1.7243301153182984,0.09700256586074829,0.23375771862773412,0.0004496999999999999,49152000,1390.0,mla,42,100042,200042
2000,4.4770268201828,4.482691049575806,0.0056641981936991215,4.505648645559947,0.0056981870291444164,1.7502045392990113,0.10028086602687836,0.24487579604350737,0.0005996999999999999,65536000,1838.1,mla,42,100042,200042
2500,4.333385467529297,4.339064717292786,0.0056792194955050945,4.342654874722163,0.005668153339841713,1.7468493700027465,0.09699910134077072,0.22244589985533528,0.0005981266088736952,81920000,2288.1,mla,42,100042,200042
3000,4.268207788467407,4.273872256278992,0.005664432770572603,4.237647281885147,0.005687325202549497,1.7433257102966309,0.10007903724908829,0.2384669629408805,0.0005925175294683882,98304000,2736.5,mla,42,100042,200042
3500,4.078721106052399,4.084506630897522,0.005785469664260745,4.1614761809508005,0.0057023539293246965,1.7290261030197143,0.10136657953262329,0.23806390404313776,0.0005832509032072879,114688000,3186.8,mla,42,100042,200042
4000,4.074814081192017,4.080381333827972,0.005567367188632488,4.122528432607651,0.0056882171938195825,1.7185544967651367,0.09621409326791763,0.22689381591586694,0.0005704558381153472,131072000,3635.0,mla,42,100042,200042
4500,4.046297788619995,4.051963686943054,0.0056658206740394235,4.070635480880737,0.005728280941645305,1.6939001560211182,0.10243500024080276,0.24453283745607252,0.0005543106024788456,147456000,4085.5,mla,42,100042,200042
5000,3.933594524860382,3.939302980899811,0.005708389217033982,4.032316959698995,0.005717808684955041,1.6927956819534302,0.1042938232421875,0.23869332479986297,0.000535040141107975,163840000,4533.6,mla,42,100042,200042
5500,4.03295773267746,4.038824200630188,0.005866473424248397,4.006876742442449,0.0057282682011524835,1.6767398118972778,0.10271087288856506,0.2420720060502671,0.0005129129412749549,180224000,4984.2,mla,42,100042,200042
6000,3.892153263092041,3.8978646397590637,0.005711375619284809,3.980744319756826,0.005752282151952386,1.6488129854202271,0.100140281021595,0.2497255920355698,0.00048823729199324884,196608000,5432.5,mla,42,100042,200042
6500,3.8419032096862793,3.8475189208984375,0.005615740083158016,3.9525741136074064,0.005730007919482887,1.645787787437439,0.10434702783823013,0.2395297069114009,0.00046135698875578174,212992000,5883.1,mla,42,100042,200042
7000,3.7699775099754333,3.7757230401039124,0.0057455283822491765,3.9311026362578074,0.005733453445912649,1.6261183738708496,0.09863708168268204,0.2462493581013582,0.000432646543576239,229376000,6346.4,mla,42,100042,200042
7500,3.7935109734535217,3.799324691295624,0.005813642172142863,3.902940370639165,0.005751540665514767,1.6195508241653442,0.0986555963754654,0.23924373826650402,0.00040250596706994045,245760000,6825.5,mla,42,100042,200042
8000,3.7793707847595215,3.7850664854049683,0.005695735337212682,3.882491259177526,0.005759749494803449,1.6143757104873657,0.10048533231019974,0.2437320071062067,0.00037135519527336944,262144000,7319.2,mla,42,100042,200042
8500,3.8760445713996887,3.8818355798721313,0.005790967959910631,3.857044943968455,0.005752242306868235,1.6058483839035034,0.10048472136259079,0.2321230774247423,0.00033962823885115036,278528000,7792.6,mla,42,100042,200042
9000,3.9025378823280334,3.9082844257354736,0.0057465588906779885,3.837202943563461,0.00575333034619689,1.5948579788208008,0.10044454038143158,0.2429804609885046,0.00030776713620712216,294912000,8252.6,mla,42,100042,200042
9500,3.7364686131477356,3.7421440482139587,0.005675446824170649,3.8170907513300576,0.005752686040165524,1.5907902002334595,0.10163523256778717,0.2390421953254899,0.0002762157947482825,311296000,8716.3,mla,42,100042,200042
