iter,attn_mode,seed,layer,expert,selected_fraction,mean_probability,router_entropy
0,mla,456,1,0,0.05071502551436424,0.05923131853342056,2.616384983062744
0,mla,456,1,1,0.16347432136535645,0.08711051940917969,2.616384983062744
0,mla,456,1,2,0.08937378227710724,0.07130811363458633,2.616384983062744
0,mla,456,1,3,0.03485015779733658,0.05283355340361595,2.616384983062744
0,mla,456,1,4,0.06347442418336868,0.06419583410024643,2.616384983062744
0,mla,456,1,5,0.10664479434490204,0.07842811942100525,2.616384983062744
0,mla,456,1,6,0.03866678848862648,0.06321750581264496,2.616384983062744
0,mla,456,1,7,0.03689727932214737,0.0546213798224926,2.616384983062744
0,mla,456,1,8,0.05748077481985092,0.06187652423977852,2.616384983062744
0,mla,456,1,9,0.03826487064361572,0.054552413523197174,2.616384983062744
0,mla,456,1,10,0.018774108961224556,0.04733066260814667,2.616384983062744
0,mla,456,1,11,0.040400389581918716,0.05392796918749809,2.616384983062744
0,mla,456,1,12,0.1102745532989502,0.07889725267887115,2.616384983062744
0,mla,456,1,13,0.023267313838005066,0.04981512576341629,2.616384983062744
0,mla,456,1,14,0.038973186165094376,0.0517098568379879,2.616384983062744
0,mla,456,1,15,0.08846822381019592,0.07094398140907288,2.616384983062744
0,mla,456,2,0,0.0527566522359848,0.0580696240067482,2.634458303451538
0,mla,456,2,1,0.019464213401079178,0.04629489779472351,2.634458303451538
0,mla,456,2,2,0.03373423218727112,0.05269516631960869,2.634458303451538
0,mla,456,2,3,0.11202728003263474,0.07490546256303787,2.634458303451538
0,mla,456,2,4,0.03556050732731819,0.05504307895898819,2.634458303451538
0,mla,456,2,5,0.10978688299655914,0.07868549972772598,2.634458303451538
0,mla,456,2,6,0.06020599231123924,0.061328139156103134,2.634458303451538
0,mla,456,2,7,0.10018178075551987,0.07292471826076508,2.634458303451538
0,mla,456,2,8,0.09539815038442612,0.06926269829273224,2.634458303451538
0,mla,456,2,9,0.045108236372470856,0.059281863272190094,2.634458303451538
0,mla,456,2,10,0.04070271924138069,0.05493858829140663,2.634458303451538
0,mla,456,2,11,0.0731901004910469,0.06715817004442215,2.634458303451538
0,mla,456,2,12,0.03768046200275421,0.05516742542386055,2.634458303451538
0,mla,456,2,13,0.04920908436179161,0.05796503648161888,2.634458303451538
0,mla,456,2,14,0.08148650825023651,0.07074615359306335,2.634458303451538
0,mla,456,2,15,0.053507182747125626,0.06553352624177933,2.634458303451538
0,mla,456,3,0,0.07025380432605743,0.060115743428468704,2.6339237689971924
0,mla,456,3,1,0.02163797989487648,0.0474967435002327,2.6339237689971924
0,mla,456,3,2,0.0440031923353672,0.057399820536375046,2.6339237689971924
0,mla,456,3,3,0.15188628435134888,0.08355584740638733,2.6339237689971924
0,mla,456,3,4,0.06649088859558105,0.06532008200883865,2.6339237689971924
0,mla,456,3,5,0.08076293766498566,0.06754568964242935,2.6339237689971924
0,mla,456,3,6,0.055075276643037796,0.06459322571754456,2.6339237689971924
0,mla,456,3,7,0.02771962434053421,0.05418960750102997,2.6339237689971924
