iter,attn_mode,seed,layer,expert,selected_fraction,mean_probability,router_entropy
0,mla_norope,456,1,0,0.030547484755516052,0.04889063909649849,2.6297144889831543
0,mla_norope,456,1,1,0.07259318232536316,0.06688245385885239,2.6297144889831543
0,mla_norope,456,1,2,0.030772196128964424,0.05286001041531563,2.6297144889831543
0,mla_norope,456,1,3,0.039561767131090164,0.057824790477752686,2.6297144889831543
0,mla_norope,456,1,4,0.04247182235121727,0.05993504822254181,2.6297144889831543
0,mla_norope,456,1,5,0.0600210577249527,0.06479349732398987,2.6297144889831543
0,mla_norope,456,1,6,0.08000285178422928,0.06391768157482147,2.6297144889831543
0,mla_norope,456,1,7,0.08811900019645691,0.06483136862516403,2.6297144889831543
0,mla_norope,456,1,8,0.030871277675032616,0.0519721582531929,2.6297144889831543
0,mla_norope,456,1,9,0.05600494518876076,0.06238570436835289,2.6297144889831543
0,mla_norope,456,1,10,0.11005178093910217,0.07364755123853683,2.6297144889831543
0,mla_norope,456,1,11,0.11622772365808487,0.0760297030210495,2.6297144889831543
0,mla_norope,456,1,12,0.0790640264749527,0.07166115939617157,2.6297144889831543
0,mla_norope,456,1,13,0.024206440895795822,0.051652006804943085,2.6297144889831543
0,mla_norope,456,1,14,0.060531411319971085,0.06727036833763123,2.6297144889831543
0,mla_norope,456,1,15,0.07895304262638092,0.06544586271047592,2.6297144889831543
0,mla_norope,456,2,0,0.10729055106639862,0.0763765349984169,2.6323907375335693
0,mla_norope,456,2,1,0.03609110414981842,0.05650873854756355,2.6323907375335693
0,mla_norope,456,2,2,0.05544291064143181,0.0630832388997078,2.6323907375335693
0,mla_norope,456,2,3,0.09651967138051987,0.07392211258411407,2.6323907375335693
0,mla_norope,456,2,4,0.06687795370817184,0.06209883838891983,2.6323907375335693
0,mla_norope,456,2,5,0.029448851943016052,0.050464555621147156,2.6323907375335693
0,mla_norope,456,2,6,0.07482442259788513,0.06719718128442764,2.6323907375335693
0,mla_norope,456,2,7,0.009441019967198372,0.038941819220781326,2.6323907375335693
0,mla_norope,456,2,8,0.060737304389476776,0.0660867989063263,2.6323907375335693
0,mla_norope,456,2,9,0.059599608182907104,0.06484626233577728,2.6323907375335693
0,mla_norope,456,2,10,0.0557473748922348,0.06212667375802994,2.6323907375335693
0,mla_norope,456,2,11,0.03374196216464043,0.05545457825064659,2.6323907375335693
0,mla_norope,456,2,12,0.06941182166337967,0.06224523484706879,2.6323907375335693
