iter,attn_mode,backbone,seed,layer,expert,selected_fraction,mean_probability,router_entropy
0,mha,moe,456,1,0,0.06258545070886612,0.06498681008815765,2.619932174682617
0,mha,moe,456,1,1,0.03899780288338661,0.055051058530807495,2.619932174682617
0,mha,moe,456,1,2,0.041441649198532104,0.05671653896570206,2.619932174682617
0,mha,moe,456,1,3,0.015625,0.04559588059782982,2.619932174682617
0,mha,moe,456,1,4,0.06815429776906967,0.06679963320493698,2.619932174682617
0,mha,moe,456,1,5,0.07716308534145355,0.06393337994813919,2.619932174682617
0,mha,moe,456,1,6,0.1954382359981537,0.10102679580450058,2.619932174682617
0,mha,moe,456,1,7,0.09664184600114822,0.0720883160829544,2.619932174682617
0,mha,moe,456,1,8,0.03836669772863388,0.057971883565187454,2.619932174682617
0,mha,moe,456,1,9,0.079071044921875,0.06943145394325256,2.619932174682617
0,mha,moe,456,1,10,0.060850828886032104,0.06317494809627533,2.619932174682617
0,mha,moe,456,1,11,0.057008057832717896,0.06380748748779297,2.619932174682617
0,mha,moe,456,1,12,0.04216552898287773,0.05607733130455017,2.619932174682617
0,mha,moe,456,1,13,0.07182617485523224,0.06676501035690308,2.619932174682617
0,mha,moe,456,1,14,0.019633788615465164,0.042874034494161606,2.619932174682617
0,mha,moe,456,1,15,0.03503051772713661,0.053699471056461334,2.619932174682617
0,mha,moe,456,2,0,0.005354003980755806,0.034084752202034,2.588498115539551
0,mha,moe,456,2,1,0.24128295481204987,0.11693014204502106,2.588498115539551
0,mha,moe,456,2,2,0.016484374180436134,0.04084135591983795,2.588498115539551
0,mha,moe,456,2,3,0.059479981660842896,0.06666889786720276,2.588498115539551
0,mha,moe,456,2,4,0.023513182997703552,0.050607237964868546,2.588498115539551
0,mha,moe,456,2,5,0.04424438625574112,0.06275102496147156,2.588498115539551
0,mha,moe,456,2,6,0.12935790419578552,0.0863671749830246,2.588498115539551
0,mha,moe,456,2,7,0.025893554091453552,0.05108758807182312,2.588498115539551
0,mha,moe,456,2,8,0.1505761742591858,0.0919160470366478,2.588498115539551
0,mha,moe,456,2,9,0.031831055879592896,0.055115193128585815,2.588498115539551
0,mha,moe,456,2,10,0.0662548840045929,0.06792943179607391,2.588498115539551
0,mha,moe,456,2,11,0.10190551728010178,0.07828695327043533,2.588498115539551
0,mha,moe,456,2,12,0.021433105692267418,0.04439764469861984,2.588498115539551
0,mha,moe,456,2,13,0.03387817367911339,0.05543508008122444,2.588498115539551
0,mha,moe,456,2,14,0.04199828952550888,0.05936795100569725,2.588498115539551
0,mha,moe,456,2,15,0.006512450985610485,0.038213539868593216,2.588498115539551
0,mha,moe,456,3,0,0.016651611775159836,0.04443388059735298,2.6144983768463135
0,mha,moe,456,3,1,0.014487304724752903,0.04587358981370926,2.6144983768463135
0,mha,moe,456,3,2,0.0808398425579071,0.07278763502836227,2.6144983768463135
0,mha,moe,456,3,3,0.02899169921875,0.05224999412894249,2.6144983768463135
0,mha,moe,456,3,4,0.18662597239017487,0.098279669880867,2.6144983768463135
0,mha,moe,456,3,5,0.12318359315395355,0.08317907154560089,2.6144983768463135
0,mha,moe,456,3,6,0.06054321303963661,0.06619550287723541,2.6144983768463135
0,mha,moe,456,3,7,0.006796875037252903,0.035758450627326965,2.6144983768463135
0,mha,moe,456,3,8,0.0727832019329071,0.06862079352140427,2.6144983768463135
0,mha,moe,456,3,9,0.1513098180294037,0.08937746286392212,2.6144983768463135
0,mha,moe,456,3,10,0.034266356378793716,0.057022083550691605,2.6144983768463135
0,mha,moe,456,3,11,0.016269531100988388,0.044614922255277634,2.6144983768463135
0,mha,moe,456,3,12,0.06729858368635178,0.06667988747358322,2.6144983768463135
0,mha,moe,456,3,13,0.013813477009534836,0.04214707389473915,2.6144983768463135
0,mha,moe,456,3,14,0.06406982243061066,0.06544453650712967,2.6144983768463135
0,mha,moe,456,3,15,0.06206909194588661,0.06733542680740356,2.6144983768463135
0,mha,moe,456,4,0,0.09179320931434631,0.0721396803855896,2.630157470703125
0,mha,moe,456,4,1,0.06034667789936066,0.0637199729681015,2.630157470703125
0,mha,moe,456,4,2,0.02030273526906967,0.04661432281136513,2.630157470703125
0,mha,moe,456,4,3,0.04815307632088661,0.058813150972127914,2.630157470703125
0,mha,moe,456,4,4,0.03499756008386612,0.053488872945308685,2.630157470703125
0,mha,moe,456,4,5,0.05675293132662773,0.06194613128900528,2.630157470703125
0,mha,moe,456,4,6,0.07510986179113388,0.06956656277179718,2.630157470703125
0,mha,moe,456,4,7,0.026988524943590164,0.051141757518053055,2.630157470703125
0,mha,moe,456,4,8,0.048676759004592896,0.05738228186964989,2.630157470703125
0,mha,moe,456,4,9,0.026719970628619194,0.047608643770217896,2.630157470703125
0,mha,moe,456,4,10,0.1464563012123108,0.08649648725986481,2.630157470703125
0,mha,moe,456,4,11,0.15288573503494263,0.0880289152264595,2.630157470703125
0,mha,moe,456,4,12,0.029539795592427254,0.052938126027584076,2.630157470703125
0,mha,moe,456,4,13,0.05114502087235451,0.061881065368652344,2.630157470703125
0,mha,moe,456,4,14,0.08243285864591599,0.06882700324058533,2.630157470703125
0,mha,moe,456,4,15,0.047698974609375,0.05940697342157364,2.630157470703125
0,mha,moe,456,5,0,0.06178466975688934,0.06695777922868729,2.6193997859954834
0,mha,moe,456,5,1,0.0367431640625,0.054483722895383835,2.6193997859954834
0,mha,moe,456,5,2,0.06372802704572678,0.0643857792019844,2.6193997859954834
0,mha,moe,456,5,3,0.054877929389476776,0.060418859124183655,2.6193997859954834
0,mha,moe,456,5,4,0.013211670331656933,0.03940431773662567,2.6193997859954834
0,mha,moe,456,5,5,0.053797606378793716,0.06557340919971466,2.6193997859954834
0,mha,moe,456,5,6,0.026357421651482582,0.04800025001168251,2.6193997859954834
0,mha,moe,456,5,7,0.16065429151058197,0.09049523621797562,2.6193997859954834
0,mha,moe,456,5,8,0.08857300132513046,0.07063808292150497,2.6193997859954834
0,mha,moe,456,5,9,0.08842284977436066,0.07196325063705444,2.6193997859954834
0,mha,moe,456,5,10,0.011368407867848873,0.03563550114631653,2.6193997859954834
0,mha,moe,456,5,11,0.13231445848941803,0.08286895602941513,2.6193997859954834
0,mha,moe,456,5,12,0.05549072101712227,0.06310133635997772,2.6193997859954834
0,mha,moe,456,5,13,0.02727416902780533,0.057403143495321274,2.6193997859954834
0,mha,moe,456,5,14,0.07970703393220901,0.07047802209854126,2.6193997859954834
0,mha,moe,456,5,15,0.04569457843899727,0.058192357420921326,2.6193997859954834
500,mha,moe,456,1,0,0.13303223252296448,0.09025763720273972,2.1272776126861572
500,mha,moe,456,1,1,0.08520995825529099,0.08109971880912781,2.1272776126861572
500,mha,moe,456,1,2,0.028181152418255806,0.050381723791360855,2.1272776126861572
500,mha,moe,456,1,3,0.039927978068590164,0.03429635614156723,2.1272776126861572
500,mha,moe,456,1,4,0.08960571140050888,0.07347840815782547,2.1272776126861572
500,mha,moe,456,1,5,0.03705810382962227,0.04197957366704941,2.1272776126861572
500,mha,moe,456,1,6,0.06285888701677322,0.06326217204332352,2.1272776126861572
500,mha,moe,456,1,7,0.049925535917282104,0.05174648389220238,2.1272776126861572
500,mha,moe,456,1,8,0.08686889708042145,0.06962649524211884,2.1272776126861572
500,mha,moe,456,1,9,0.08309448510408401,0.09040303528308868,2.1272776126861572
500,mha,moe,456,1,10,0.04364990070462227,0.05735068768262863,2.1272776126861572
500,mha,moe,456,1,11,0.027608642354607582,0.04569719731807709,2.1272776126861572
