iter,train_loss,val_loss,lr,tokens_seen,elapsed_s,attn_mode,seed,train_data_seed,val_data_seed
0,nan,10.913308347066243,0.0,0,0.0,mla_deepseek,42,100042,200042
500,6.195901989936829,6.202989424069722,0.0001497,16384000,280.4,mla_deepseek,42,100042,200042
1000,5.378324866294861,5.408257392247518,0.00029969999999999997,32768000,535.8,mla_deepseek,42,100042,200042
1500,4.868017554283142,4.891070595582327,0.0004496999999999999,49152000,791.7,mla_deepseek,42,100042,200042
2000,4.616306900978088,4.631435585021973,0.0005996999999999999,65536000,1047.5,mla_deepseek,42,100042,200042
2500,4.446399450302124,4.46144498984019,0.0005981266088736952,81920000,1303.9,mla_deepseek,42,100042,200042
3000,4.384607434272766,4.351961224873861,0.0005925175294683882,98304000,1559.7,mla_deepseek,42,100042,200042
3500,4.199569225311279,4.276053471167883,0.0005832509032072879,114688000,1815.6,mla_deepseek,42,100042,200042
4000,4.195954918861389,4.233625638087591,0.0005704558381153472,131072000,2071.5,mla_deepseek,42,100042,200042
4500,4.161975383758545,4.1825162080923715,0.0005543106024788456,147456000,2326.7,mla_deepseek,42,100042,200042
5000,4.062726378440857,4.143641314903895,0.000535040141107975,163840000,2581.7,mla_deepseek,42,100042,200042
5500,4.163076043128967,4.122002436319987,0.0005129129412749549,180224000,2837.7,mla_deepseek,42,100042,200042
6000,4.018474757671356,4.091735280752182,0.00048823729199324884,196608000,3092.8,mla_deepseek,42,100042,200042
6500,3.9612645506858826,4.067108737627665,0.00046135698875578174,212992000,3347.0,mla_deepseek,42,100042,200042
7000,3.884727954864502,4.044196312427521,0.000432646543576239,229376000,3567.0,mla_deepseek,42,100042,200042
7500,3.915172576904297,4.016866087516149,0.00040250596706994045,245760000,3785.9,mla_deepseek,42,100042,200042
8000,3.909569799900055,3.9964825069904326,0.00037135519527336944,262144000,4004.6,mla_deepseek,42,100042,200042
8500,4.007314920425415,3.9723204632600146,0.00033962823885115036,278528000,4223.4,mla_deepseek,42,100042,200042
9000,4.02214241027832,3.9553799657026927,0.00030776713620712216,294912000,4441.7,mla_deepseek,42,100042,200042
9500,3.869602620601654,3.9341208219528196,0.0002762157947482825,311296000,4658.8,mla_deepseek,42,100042,200042
10000,3.8491464853286743,3.91478347102801,0.00024541380610869324,327680000,4875.9,mla_deepseek,42,100042,200042
10500,3.8243178129196167,3.890092037121455,0.00021579032150324256,344064000,5094.3,mla_deepseek,42,100042,200042
11000,3.8905590772628784,3.8957160838445026,0.0001877580725433998,360448000,5311.5,mla_deepseek,42,100042,200042
11500,3.6139482259750366,3.8651774684588114,0.00016170762082042857,376832000,5528.6,mla_deepseek,42,100042,200042
12000,3.829408586025238,3.8559722598393757,0.0001380019163742152,393216000,5745.7,mla_deepseek,42,100042,200042
12500,3.7653748989105225,3.8386188761393227,0.00011697124086228238,409600000,5962.9,mla_deepseek,42,100042,200042
13000,3.7723939418792725,3.8306476891040804,9.890860588370181e-05,425984000,6180.0,mla_deepseek,42,100042,200042
13500,3.7783061861991882,3.82259250720342,8.406567057113034e-05,442368000,6397.2,mla_deepseek,42,100042,200042
14000,3.8250887393951416,3.8086844257513683,7.264923532945212e-05,458752000,6614.3,mla_deepseek,42,100042,200042
14500,3.7508891820907593,3.8145678913593293,6.481836057229788e-05,475136000,6831.4,mla_deepseek,42,100042,200042
15000,3.685333251953125,3.811710192759832,6.068215059988e-05,491520000,7048.5,mla_deepseek,42,100042,200042
