iter,train_loss,val_loss,lr,tokens_seen,elapsed_s,attn_mode,seed
0,nan,10.908789087931314,0.0006,0,0.0,mha_rope,123
500,6.14593231678009,6.1774884502092995,0.0001497,16384000,223.3,mha_rope,123
1000,5.386961460113525,5.358742205301921,0.00029969999999999997,32768000,427.4,mha_rope,123
1500,4.837512016296387,4.841402720610301,0.0004496999999999999,49152000,631.4,mha_rope,123
2000,4.528751730918884,4.5894856731096905,0.0005996999999999999,65536000,835.4,mha_rope,123
2500,4.397971749305725,4.419135291576385,0.0005981266088736952,81920000,1039.5,mha_rope,123
3000,4.286122918128967,4.334472291469574,0.0005925175294683882,98304000,1243.5,mha_rope,123
3500,4.203476309776306,4.255602628787359,0.0005832509032072879,114688000,1447.6,mha_rope,123
4000,4.102655649185181,4.1914174842834475,0.0005704558381153472,131072000,1651.6,mha_rope,123
4500,4.0984190702438354,4.151166861454646,0.0005543106024788456,147456000,1855.8,mha_rope,123
5000,4.0375447273254395,4.11730787674586,0.000535040141107975,163840000,2059.8,mha_rope,123
5500,4.070533633232117,4.08291499098142,0.0005129129412749549,180224000,2264.3,mha_rope,123
6000,3.9631540179252625,4.053391322294871,0.00048823729199324884,196608000,2468.3,mha_rope,123
6500,4.024669766426086,4.025137005647023,0.00046135698875578174,212992000,2672.3,mha_rope,123
7000,3.887591302394867,4.005259036620458,0.000432646543576239,229376000,2876.3,mha_rope,123
7500,3.9498268365859985,3.979311433235804,0.00040250596706994045,245760000,3080.4,mha_rope,123
8000,3.968623399734497,3.947281938393911,0.00037135519527336944,262144000,3284.4,mha_rope,123
8500,3.8641037344932556,3.937843688329061,0.00033962823885115036,278528000,3488.5,mha_rope,123
9000,3.844468891620636,3.917033079067866,0.00030776713620712216,294912000,3692.5,mha_rope,123
9500,3.730232536792755,3.8947229703267414,0.0002762157947482825,311296000,3896.5,mha_rope,123
10000,3.764415144920349,3.875888633728027,0.00024541380610869324,327680000,4100.5,mha_rope,123
10500,3.7900816798210144,3.86686997572581,0.00021579032150324256,344064000,4305.0,mha_rope,123
11000,3.752575159072876,3.848897252480189,0.0001877580725433998,360448000,4509.1,mha_rope,123
11500,3.727894604206085,3.8300484693050385,0.00016170762082042857,376832000,4713.1,mha_rope,123
12000,3.7674179673194885,3.823879149754842,0.0001380019163742152,393216000,4917.2,mha_rope,123
12500,3.850318670272827,3.8027417159080503,0.00011697124086228238,409600000,5121.2,mha_rope,123
13000,3.6903522610664368,3.801327753861745,9.890860588370181e-05,425984000,5325.2,mha_rope,123
13500,3.7741689682006836,3.783588306903839,8.406567057113034e-05,442368000,5529.3,mha_rope,123
14000,3.8262815475463867,3.7751846313476562,7.264923532945212e-05,458752000,5733.3,mha_rope,123
14500,3.7352622151374817,3.7650236109892528,6.481836057229788e-05,475136000,5937.4,mha_rope,123
15000,3.666870594024658,3.7723027674357095,6.068215059988e-05,491520000,6141.4,mha_rope,123
