iter,train_loss,val_loss,lr,tokens_seen,elapsed_s,attn_mode,seed
0,nan,10.89654224395752,0.0006,0,0.0,mla_norope,123
500,6.2299110889434814,6.208745397726695,0.0001497,16384000,232.5,mla_norope,123
1000,5.336906909942627,5.397738060156504,0.00029969999999999997,32768000,444.6,mla_norope,123
1500,4.911108374595642,4.928090211550395,0.0004496999999999999,49152000,656.7,mla_norope,123
2000,4.621895790100098,4.630330891609192,0.0005996999999999999,65536000,868.8,mla_norope,123
2500,4.3654773235321045,4.456765657265981,0.0005981266088736952,81920000,1081.4,mla_norope,123
3000,4.263489365577698,4.352661726474762,0.0005925175294683882,98304000,1293.4,mla_norope,123
3500,4.237949252128601,4.271243505080541,0.0005832509032072879,114688000,1505.4,mla_norope,123
4000,4.12468147277832,4.227045191526413,0.0005704558381153472,131072000,1717.5,mla_norope,123
4500,4.136620759963989,4.177858326435089,0.0005543106024788456,147456000,1929.5,mla_norope,123
5000,4.138946890830994,4.138699897130331,0.000535040141107975,163840000,2141.5,mla_norope,123
5500,3.928024113178253,4.106472040812174,0.0005129129412749549,180224000,2354.0,mla_norope,123
6000,4.027459561824799,4.078489198287328,0.00048823729199324884,196608000,2565.9,mla_norope,123
6500,3.980845093727112,4.053482440710067,0.00046135698875578174,212992000,2777.9,mla_norope,123
7000,4.029489159584045,4.028546629746755,0.000432646543576239,229376000,2989.9,mla_norope,123
7500,3.8860747814178467,4.0055057966709136,0.00040250596706994045,245760000,3201.9,mla_norope,123
8000,3.970907509326935,3.975445985396703,0.00037135519527336944,262144000,3413.9,mla_norope,123
8500,3.9289724230766296,3.9700614281495414,0.00033962823885115036,278528000,3625.9,mla_norope,123
9000,3.8686789870262146,3.933700257539749,0.00030776713620712216,294912000,3837.9,mla_norope,123
9500,3.8755465745925903,3.926552002429962,0.0002762157947482825,311296000,4049.9,mla_norope,123
10000,3.8668733835220337,3.906905835469564,0.00024541380610869324,327680000,4261.9,mla_norope,123
10500,3.752226769924164,3.883961649338404,0.00021579032150324256,344064000,4474.5,mla_norope,123
11000,3.776114523410797,3.876538385152817,0.0001877580725433998,360448000,4686.5,mla_norope,123
11500,3.775440037250519,3.8591309456030527,0.00016170762082042857,376832000,4898.5,mla_norope,123
12000,3.8335781693458557,3.839766592582067,0.0001380019163742152,393216000,5110.5,mla_norope,123
12500,3.7446240186691284,3.8271495401859283,0.00011697124086228238,409600000,5322.5,mla_norope,123
13000,3.700203239917755,3.8223321000734964,9.890860588370181e-05,425984000,5534.5,mla_norope,123
13500,3.6480268239974976,3.820544748306274,8.406567057113034e-05,442368000,5746.6,mla_norope,123
14000,3.7136682271957397,3.808019884030024,7.264923532945212e-05,458752000,5958.6,mla_norope,123
14500,3.618962585926056,3.80162233988444,6.481836057229788e-05,475136000,6170.6,mla_norope,123
15000,3.657836377620697,3.7888734455903372,6.068215059988e-05,491520000,6382.7,mla_norope,123
