iter,train_loss,val_loss,lr,tokens_seen,elapsed_s,attn_mode,seed,train_data_seed,val_data_seed
0,nan,10.90476348876953,0.0,0,0.0,mla_deepseek,123,100123,200123
500,6.187002420425415,6.217719121774038,0.0001497,16384000,238.1,mla_deepseek,123,100123,200123
1000,5.351832032203674,5.403172583580017,0.00029969999999999997,32768000,455.0,mla_deepseek,123,100123,200123
1500,4.80900776386261,4.886401975949605,0.0004496999999999999,49152000,671.9,mla_deepseek,123,100123,200123
2000,4.578579664230347,4.633776673475901,0.0005996999999999999,65536000,888.8,mla_deepseek,123,100123,200123
2500,4.425291061401367,4.456060490608215,0.0005981266088736952,81920000,1105.7,mla_deepseek,123,100123,200123
3000,4.30328369140625,4.35680879910787,0.0005925175294683882,98304000,1322.6,mla_deepseek,123,100123,200123
3500,4.247220396995544,4.282780445416768,0.0005832509032072879,114688000,1539.6,mla_deepseek,123,100123,200123
4000,4.220945835113525,4.223888564109802,0.0005704558381153472,131072000,1756.5,mla_deepseek,123,100123,200123
4500,4.095706939697266,4.1825627978642785,0.0005543106024788456,147456000,1973.5,mla_deepseek,123,100123,200123
5000,4.1277748346328735,4.137330018281936,0.000535040141107975,163840000,2190.7,mla_deepseek,123,100123,200123
5500,4.140859365463257,4.111269487142563,0.0005129129412749549,180224000,2408.1,mla_deepseek,123,100123,200123
6000,4.036666393280029,4.08435372432073,0.00048823729199324884,196608000,2625.1,mla_deepseek,123,100123,200123
6500,3.954416573047638,4.052070800463358,0.00046135698875578174,212992000,2842.0,mla_deepseek,123,100123,200123
7000,3.9782848358154297,4.028664356470108,0.000432646543576239,229376000,3058.9,mla_deepseek,123,100123,200123
7500,3.993776321411133,4.004182412624359,0.00040250596706994045,245760000,3275.8,mla_deepseek,123,100123,200123
8000,3.952329993247986,3.978647137482961,0.00037135519527336944,262144000,3492.7,mla_deepseek,123,100123,200123
8500,3.776110351085663,3.96160524725914,0.00033962823885115036,278528000,3709.7,mla_deepseek,123,100123,200123
9000,3.851577937602997,3.9523278077443442,0.00030776713620712216,294912000,3926.6,mla_deepseek,123,100123,200123
9500,3.848383069038391,3.920343174537023,0.0002762157947482825,311296000,4143.5,mla_deepseek,123,100123,200123
10000,3.879784047603607,3.9118577281634015,0.00024541380610869324,327680000,4360.4,mla_deepseek,123,100123,200123
10500,3.899598240852356,3.8903189365069073,0.00021579032150324256,344064000,4577.9,mla_deepseek,123,100123,200123
11000,3.8785089254379272,3.8640189325809478,0.0001877580725433998,360448000,4794.8,mla_deepseek,123,100123,200123
11500,3.7786914706230164,3.8598380478223167,0.00016170762082042857,376832000,5011.7,mla_deepseek,123,100123,200123
12000,3.70086133480072,3.840614806016286,0.0001380019163742152,393216000,5228.7,mla_deepseek,123,100123,200123
12500,3.844330847263336,3.8368470537662507,0.00011697124086228238,409600000,5445.6,mla_deepseek,123,100123,200123
13000,3.759866952896118,3.817152460018794,9.890860588370181e-05,425984000,5662.5,mla_deepseek,123,100123,200123
13500,3.7966135144233704,3.813169225851695,8.406567057113034e-05,442368000,5879.5,mla_deepseek,123,100123,200123
14000,3.6791884899139404,3.8044208017985026,7.264923532945212e-05,458752000,6096.4,mla_deepseek,123,100123,200123
14500,3.682259678840637,3.7971338335673015,6.481836057229788e-05,475136000,6313.3,mla_deepseek,123,100123,200123
15000,3.6825221180915833,3.799248316685359,6.068215059988e-05,491520000,6530.2,mla_deepseek,123,100123,200123
