iter,train_loss,val_loss,lr,tokens_seen,elapsed_s,attn_mode,seed
0,nan,10.895367685953776,0.0006,0,0.0,mla_norope,42
500,6.183356046676636,6.277885200977326,0.0001497,16384000,228.5,mla_norope,42
1000,5.464436054229736,5.446821087201436,0.00029969999999999997,32768000,437.2,mla_norope,42
1500,4.961294651031494,5.053583234945933,0.0004496999999999999,49152000,644.1,mla_norope,42
2000,4.750076174736023,4.773812483151754,0.0005996999999999999,65536000,850.9,mla_norope,42
2500,4.520319104194641,4.553201951980591,0.0005981266088736952,81920000,1057.5,mla_norope,42
3000,4.331927299499512,4.427283172607422,0.0005925175294683882,98304000,1264.1,mla_norope,42
3500,4.3222832679748535,4.345202932357788,0.0005832509032072879,114688000,1470.8,mla_norope,42
4000,4.313563942909241,4.28589325149854,0.0005704558381153472,131072000,1677.4,mla_norope,42
4500,4.113159656524658,4.236803225278854,0.0005543106024788456,147456000,1884.0,mla_norope,42
5000,4.133052110671997,4.190991648038229,0.000535040141107975,163840000,2090.6,mla_norope,42
5500,4.122853457927704,4.151597123940785,0.0005129129412749549,180224000,2297.9,mla_norope,42
6000,4.137468874454498,4.126288571755091,0.00048823729199324884,196608000,2504.5,mla_norope,42
6500,4.055959463119507,4.103570353190104,0.00046135698875578174,212992000,2711.1,mla_norope,42
7000,4.018877863883972,4.076018025875092,0.000432646543576239,229376000,2917.7,mla_norope,42
7500,4.069064974784851,4.057740995089213,0.00040250596706994045,245760000,3124.3,mla_norope,42
8000,4.034746825695038,4.042114273309708,0.00037135519527336944,262144000,3331.0,mla_norope,42
8500,3.975593090057373,4.020219291448593,0.00033962823885115036,278528000,3537.6,mla_norope,42
9000,3.8739031553268433,4.002170914411545,0.00030776713620712216,294912000,3744.2,mla_norope,42
9500,3.888497829437256,3.981049131155014,0.0002762157947482825,311296000,3950.9,mla_norope,42
10000,3.9245803356170654,3.952143856684367,0.00024541380610869324,327680000,4157.5,mla_norope,42
10500,3.964866816997528,3.9462262562910717,0.00021579032150324256,344064000,4364.7,mla_norope,42
11000,3.8549898266792297,3.9197276043891907,0.0001877580725433998,360448000,4571.4,mla_norope,42
11500,3.954805076122284,3.915182929436366,0.00016170762082042857,376832000,4778.0,mla_norope,42
12000,3.801878333091736,3.903739415407181,0.0001380019163742152,393216000,4984.6,mla_norope,42
12500,3.811316967010498,3.8883921444416045,0.00011697124086228238,409600000,5191.2,mla_norope,42
13000,3.704430878162384,3.8823960757255556,9.890860588370181e-05,425984000,5397.8,mla_norope,42
13500,3.7841792702674866,3.861240807771683,8.406567057113034e-05,442368000,5604.5,mla_norope,42
14000,3.770377993583679,3.858473676840464,7.264923532945212e-05,458752000,5812.1,mla_norope,42
14500,3.7565367817878723,3.8519156495730082,6.481836057229788e-05,475136000,6019.7,mla_norope,42
15000,3.8270291686058044,3.83657285173734,6.068215059988e-05,491520000,6226.4,mla_norope,42
