iter,train_loss,optimization_loss,train_aux_loss,val_loss,val_aux_loss,router_entropy,max_load_fraction,load_cv,lr,tokens_seen,elapsed_s,tokens_per_second,peak_vram_gib,attn_mode,backbone,seed,train_data_seed,val_data_seed
0,nan,nan,nan,10.896450087229411,0.0,nan,nan,nan,0.0,0,21.2,nan,5.099609375,mha_decoupled,dense,42,100042,200042
500,6.18846333026886,6.18846333026886,0.0,6.153122634887695,0.0,nan,nan,nan,0.0001497,16384000,252.3,64926.73749407432,7.982421875,mha_decoupled,dense,42,100042,200042
1000,5.246084451675415,5.246084451675415,0.0,5.337563920815786,0.0,nan,nan,nan,0.00029969999999999997,32768000,483.4,67786.26646947987,8.349609375,mha_decoupled,dense,42,100042,200042
1500,4.811342477798462,4.811342477798462,0.0,4.876518495877584,0.0,nan,nan,nan,0.0004496999999999999,49152000,714.9,68757.2191145754,8.36328125,mha_decoupled,dense,42,100042,200042
2000,4.550050497055054,4.550050497055054,0.0,4.607182841300965,0.0,nan,nan,nan,0.0005996999999999999,65536000,945.7,69295.31651005973,8.36328125,mha_decoupled,dense,42,100042,200042
2500,4.431187272071838,4.431187272071838,0.0,4.430242770512899,0.0,nan,nan,nan,0.0005981266088736952,81920000,1177.2,69588.00478004417,8.365234375,mha_decoupled,dense,42,100042,200042
3000,4.203113555908203,4.203113555908203,0.0,4.323728698889415,0.0,nan,nan,nan,0.0005925175294683882,98304000,1408.1,69813.26785166608,8.365234375,mha_decoupled,dense,42,100042,200042
3500,4.326635956764221,4.326635956764221,0.0,4.253158585230509,0.0,nan,nan,nan,0.0005832509032072879,114688000,1639.5,69950.97427646893,8.365234375,mha_decoupled,dense,42,100042,200042
4000,4.1933465003967285,4.1933465003967285,0.0,4.197144815524419,0.0,nan,nan,nan,0.0005704558381153472,131072000,1871.0,70055.03524787673,8.365234375,mha_decoupled,dense,42,100042,200042
4500,4.047166883945465,4.047166883945465,0.0,4.149367130994797,0.0,nan,nan,nan,0.0005543106024788456,147456000,2102.4,70138.5130083575,8.365234375,mha_decoupled,dense,42,100042,200042
5000,4.110385417938232,4.110385417938232,0.0,4.1067205830415086,0.0,nan,nan,nan,0.000535040141107975,163840000,2333.2,70220.91609581046,8.365234375,mha_decoupled,dense,42,100042,200042
5500,4.025247097015381,4.025247097015381,0.0,4.082086388667425,0.0,nan,nan,nan,0.0005129129412749549,180224000,2564.7,70271.07682304127,8.365234375,mha_decoupled,dense,42,100042,200042
6000,3.8810254335403442,3.8810254335403442,0.0,4.047884776592254,0.0,nan,nan,nan,0.00048823729199324884,196608000,2795.5,70329.0350910737,8.365234375,mha_decoupled,dense,42,100042,200042
6500,3.935700476169586,3.935700476169586,0.0,4.026597295204798,0.0,nan,nan,nan,0.00046135698875578174,212992000,3027.0,70363.13185010165,8.365234375,mha_decoupled,dense,42,100042,200042
7000,3.9681438207626343,3.9681438207626343,0.0,3.9975807611147562,0.0,nan,nan,nan,0.000432646543576239,229376000,3257.9,70406.19008708734,8.365234375,mha_decoupled,dense,42,100042,200042
7500,3.8331885933876038,3.8331885933876038,0.0,3.9728370396296184,0.0,nan,nan,nan,0.00040250596706994045,245760000,3489.3,70432.99298064376,8.365234375,mha_decoupled,dense,42,100042,200042
