iter,attn_mode,seed,layer,expert,selected_fraction,mean_probability,router_entropy
0,mha,456,1,0,0.02651122957468033,0.052551090717315674,2.6169650554656982
0,mha,456,1,1,0.01265024859458208,0.04330416023731232,2.6169650554656982
0,mha,456,1,2,0.08161641657352448,0.06910423934459686,2.6169650554656982
0,mha,456,1,3,0.0876077264547348,0.07388824969530106,2.6169650554656982
0,mha,456,1,4,0.12312886863946915,0.08291834592819214,2.6169650554656982
0,mha,456,1,5,0.08059631288051605,0.07531540095806122,2.6169650554656982
0,mha,456,1,6,0.16528472304344177,0.09161386638879776,2.6169650554656982
0,mha,456,1,7,0.023511454463005066,0.05197997763752937,2.6169650554656982
0,mha,456,1,8,0.10046885162591934,0.07524505257606506,2.6169650554656982
0,mha,456,1,9,0.018755899742245674,0.046851322054862976,2.6169650554656982
0,mha,456,1,10,0.010491231456398964,0.04313981160521507,2.6169650554656982
0,mha,456,1,11,0.07805592566728592,0.06713796406984329,2.6169650554656982
0,mha,456,1,12,0.02996317483484745,0.0505557656288147,2.6169650554656982
0,mha,456,1,13,0.014400837942957878,0.04538322612643242,2.6169650554656982
0,mha,456,1,14,0.11294026672840118,0.0776640772819519,2.6169650554656982
0,mha,456,1,15,0.03401682525873184,0.05334748700261116,2.6169650554656982
0,mha,456,2,0,0.07098917663097382,0.06831858307123184,2.621750831604004
0,mha,456,2,1,0.018657734617590904,0.04844122380018234,2.621750831604004
0,mha,456,2,2,0.12553934752941132,0.08119034767150879,2.621750831604004
0,mha,456,2,3,0.014612528495490551,0.04411241039633751,2.621750831604004
0,mha,456,2,4,0.023403726518154144,0.05203931778669357,2.621750831604004
0,mha,456,2,5,0.018010661005973816,0.0474286749958992,2.621750831604004
0,mha,456,2,6,0.10145619511604309,0.07671360671520233,2.621750831604004
0,mha,456,2,7,0.10400746762752533,0.07639242708683014,2.621750831604004
0,mha,456,2,8,0.046961262822151184,0.05968552827835083,2.621750831604004
0,mha,456,2,9,0.02155049704015255,0.04927368462085724,2.621750831604004
0,mha,456,2,10,0.24720224738121033,0.11152444034814835,2.621750831604004
0,mha,456,2,11,0.06960795074701309,0.06844840943813324,2.621750831604004
0,mha,456,2,12,0.0385824590921402,0.057386793196201324,2.621750831604004
0,mha,456,2,13,0.048487041145563126,0.05890639126300812,2.621750831604004
0,mha,456,2,14,0.0264301560819149,0.04854034259915352,2.621750831604004
0,mha,456,2,15,0.02450154535472393,0.051597822457551956,2.621750831604004
0,mha,456,3,0,0.03345530107617378,0.05456326901912689,2.623673677444458
0,mha,456,3,1,0.031382445245981216,0.05020767077803612,2.623673677444458
0,mha,456,3,2,0.13008534908294678,0.08627385646104813,2.623673677444458
0,mha,456,3,3,0.018543293699622154,0.04767199978232384,2.623673677444458
0,mha,456,3,4,0.04304443299770355,0.056251410394907,2.623673677444458
0,mha,456,3,5,0.004379373975098133,0.0362546406686306,2.623673677444458
0,mha,456,3,6,0.03696797788143158,0.05930446460843086,2.623673677444458
0,mha,456,3,7,0.08904886990785599,0.07340429723262787,2.623673677444458
0,mha,456,3,8,0.15403614938259125,0.08972253650426865,2.623673677444458
0,mha,456,3,9,0.14259420335292816,0.0850222185254097,2.623673677444458
0,mha,456,3,10,0.009124552831053734,0.042751915752887726,2.623673677444458
0,mha,456,3,11,0.029247334226965904,0.052313949912786484,2.623673677444458
0,mha,456,3,12,0.09424957633018494,0.07452146708965302,2.623673677444458
0,mha,456,3,13,0.04967803880572319,0.06380671262741089,2.623673677444458
0,mha,456,3,14,0.11057108640670776,0.07932411134243011,2.623673677444458
0,mha,456,3,15,0.0235920213162899,0.048605334013700485,2.623673677444458
0,mha,456,4,0,0.07610056549310684,0.07084063440561295,2.6157567501068115
0,mha,456,4,1,0.0702705904841423,0.06860486418008804,2.6157567501068115
0,mha,456,4,2,0.003729146206751466,0.03381016477942467,2.6157567501068115
0,mha,456,4,3,0.025009257718920708,0.05460752546787262,2.6157567501068115
0,mha,456,4,4,0.0299968458712101,0.05429919436573982,2.6157567501068115
0,mha,456,4,5,0.03760823607444763,0.056405868381261826,2.6157567501068115
0,mha,456,4,6,0.041459351778030396,0.060561127960681915,2.6157567501068115
0,mha,456,4,7,0.08048858493566513,0.07150173932313919,2.6157567501068115
0,mha,456,4,8,0.16747722029685974,0.09455415606498718,2.6157567501068115
0,mha,456,4,9,0.0285472609102726,0.05483434721827507,2.6157567501068115
0,mha,456,4,10,0.021563619375228882,0.05103207379579544,2.6157567501068115
0,mha,456,4,11,0.012869466096162796,0.04352579265832901,2.6157567501068115
0,mha,456,4,12,0.001637166365981102,0.030964424833655357,2.6157567501068115
0,mha,456,4,13,0.08362843841314316,0.0754045844078064,2.6157567501068115
0,mha,456,4,14,0.09401702880859375,0.07380850613117218,2.6157567501068115
0,mha,456,4,15,0.22559723258018494,0.1052451804280281,2.6157567501068115
0,mha,456,5,0,0.011317240074276924,0.04083407297730446,2.618319511413574
0,mha,456,5,1,0.07981852442026138,0.07215192914009094,2.618319511413574
0,mha,456,5,2,0.03623657301068306,0.056597206741571426,2.618319511413574
0,mha,456,5,3,0.08852579444646835,0.07402880489826202,2.618319511413574
0,mha,456,5,4,0.29461660981178284,0.12248654663562775,2.618319511413574
0,mha,456,5,5,0.049662474542856216,0.06268854439258575,2.618319511413574
0,mha,456,5,6,0.01496124267578125,0.042800772935152054,2.618319511413574
0,mha,456,5,7,0.07561930269002914,0.0694129541516304,2.618319511413574
0,mha,456,5,8,0.008100280538201332,0.039188202470541,2.618319511413574
0,mha,456,5,9,0.05145273730158806,0.06296662241220474,2.618319511413574
0,mha,456,5,10,0.07332702726125717,0.06922981888055801,2.618319511413574
0,mha,456,5,11,0.09132833033800125,0.07428475469350815,2.618319511413574
0,mha,456,5,12,0.0055772908963263035,0.038167569786310196,2.618319511413574
0,mha,456,5,13,0.03756978362798691,0.05883188173174858,2.618319511413574
0,mha,456,5,14,0.06572062522172928,0.06787540018558502,2.618319511413574
0,mha,456,5,15,0.01616617850959301,0.048454973846673965,2.618319511413574
500,mha,456,1,0,0.04817464202642441,0.048457853496074677,2.1494359970092773
500,mha,456,1,1,0.05047871917486191,0.06328222900629044,2.1494359970092773
500,mha,456,1,2,0.06035064533352852,0.06342604011297226,2.1494359970092773
500,mha,456,1,3,0.054700519889593124,0.06175569072365761,2.1494359970092773
500,mha,456,1,4,0.0478534959256649,0.060226429253816605,2.1494359970092773
500,mha,456,1,5,0.0579458624124527,0.05453597381711006,2.1494359970092773
500,mha,456,1,6,0.04236694425344467,0.05791369080543518,2.1494359970092773
500,mha,456,1,7,0.06855631619691849,0.06683512032032013,2.1494359970092773
