iter,attn_mode,seed,layer,expert,selected_fraction,mean_probability,router_entropy
0,mla_norope,42,1,0,0.07198140770196915,0.07020802050828934,2.630012035369873
0,mla_norope,42,1,1,0.11355428397655487,0.07823839038610458,2.630012035369873
0,mla_norope,42,1,2,0.04716847836971283,0.0574231892824173,2.630012035369873
0,mla_norope,42,1,3,0.09249816834926605,0.07205493003129959,2.630012035369873
0,mla_norope,42,1,4,0.07940114289522171,0.06652543693780899,2.630012035369873
0,mla_norope,42,1,5,0.05817596614360809,0.061856213957071304,2.630012035369873
0,mla_norope,42,1,6,0.05589874088764191,0.06111200153827667,2.630012035369873
0,mla_norope,42,1,7,0.061700642108917236,0.06475117802619934,2.630012035369873
0,mla_norope,42,1,8,0.054389141499996185,0.0609312504529953,2.630012035369873
0,mla_norope,42,1,9,0.0618419386446476,0.05904681608080864,2.630012035369873
0,mla_norope,42,1,10,0.07053904235363007,0.06657233834266663,2.630012035369873
0,mla_norope,42,1,11,0.030990194529294968,0.05194046348333359,2.630012035369873
0,mla_norope,42,1,12,0.06219380721449852,0.059617556631565094,2.630012035369873
0,mla_norope,42,1,13,0.08496928215026855,0.07137604802846909,2.630012035369873
0,mla_norope,42,1,14,0.0392691045999527,0.05559206008911133,2.630012035369873
0,mla_norope,42,1,15,0.015428670682013035,0.04275426268577576,2.630012035369873
0,mla_norope,42,2,0,0.07931549102067947,0.06520535796880722,2.6346845626831055
0,mla_norope,42,2,1,0.06626352667808533,0.05937230959534645,2.6346845626831055
0,mla_norope,42,2,2,0.038620706647634506,0.056708239018917084,2.6346845626831055
0,mla_norope,42,2,3,0.07460957765579224,0.06471484154462814,2.6346845626831055
0,mla_norope,42,2,4,0.08998982608318329,0.07417932152748108,2.6346845626831055
0,mla_norope,42,2,5,0.04471404850482941,0.056040097028017044,2.6346845626831055
0,mla_norope,42,2,6,0.1014416515827179,0.07249432802200317,2.6346845626831055
0,mla_norope,42,2,7,0.08395446836948395,0.07176743447780609,2.6346845626831055
0,mla_norope,42,2,8,0.01716766320168972,0.052174367010593414,2.6346845626831055
0,mla_norope,42,2,9,0.0334758497774601,0.053660448640584946,2.6346845626831055
0,mla_norope,42,2,10,0.026803182438015938,0.05276813730597496,2.6346845626831055
0,mla_norope,42,2,11,0.07619374245405197,0.06789367645978928,2.6346845626831055
0,mla_norope,42,2,12,0.009763387031853199,0.04071061313152313,2.6346845626831055
0,mla_norope,42,2,13,0.12049977481365204,0.0810980573296547,2.6346845626831055
