iter,train_loss,optimization_loss,train_aux_loss,val_loss,val_aux_loss,router_entropy,max_load_fraction,load_cv,lr,tokens_seen,elapsed_s,attn_mode,seed,train_data_seed,val_data_seed
0,nan,nan,nan,10.899275792439779,0.006918002077533553,2.630783939361572,0.24948374927043915,0.7745239118032894,0.0,0,41.9,mha,42,100042,200042
500,6.1121097803115845,6.118007659912109,0.005897892755456269,6.118989044825236,0.005811635359035184,2.2178229331970214,0.11962025612592697,0.3478640824642282,0.0001497,16384000,508.2,mha,42,100042,200042
0,nan,nan,nan,10.899275792439779,0.006918002077533553,2.630783939361572,0.24948374927043915,0.7745239118032894,0.0,0,42.1,mha,42,100042,200042
500,6.1126933097839355,6.118565917015076,0.005872625391930342,6.119367589950562,0.005789299638321002,2.219882917404175,0.12150075286626816,0.34097779236392417,0.0001497,16384000,490.2,mha,42,100042,200042
1000,5.249019384384155,5.254779815673828,0.005760403699241579,5.278888579209646,0.005866705932809661,1.794042181968689,0.11304616183042526,0.29425559255980926,0.00029969999999999997,32768000,936.0,mha,42,100042,200042
1500,4.723780632019043,4.729535102844238,0.005754535319283605,4.748690495491028,0.005866382964110623,1.6732733011245728,0.10907378792762756,0.2808693505560266,0.0004496999999999999,49152000,1380.0,mha,42,100042,200042
2000,4.466619849205017,4.472469329833984,0.005849502864293754,4.491964638233185,0.0058802951794738574,1.6586153507232666,0.1053408831357956,0.2994441331705874,0.0005996999999999999,65536000,1822.0,mha,42,100042,200042
2500,4.30449652671814,4.310347557067871,0.005851013935171068,4.324239476124446,0.005832623581712445,1.6619113206863403,0.1029096469283104,0.2746682813044702,0.0005981266088736952,81920000,2266.1,mha,42,100042,200042
3000,4.243280053138733,4.249080777168274,0.005800682120025158,4.222034972508748,0.005852127803179125,1.6551152467727661,0.10672597587108612,0.2843051559082997,0.0005925175294683882,98304000,2708.1,mha,42,100042,200042
3500,4.056922435760498,4.0628244280815125,0.005902048549614847,4.140332710742951,0.005855172805798551,1.6356605768203736,0.10542704164981842,0.28379977627471903,0.0005832509032072879,114688000,3151.7,mha,42,100042,200042
4000,4.05112236738205,4.05683445930481,0.00571207155007869,4.100025840202967,0.0058574639664342,1.6205224990844727,0.11178486794233322,0.2773384648987303,0.0005704558381153472,131072000,3593.5,mha,42,100042,200042
4500,4.017700433731079,4.0234479904174805,0.005747571820393205,4.046010691722234,0.005816863786118726,1.622353482246399,0.10876596719026566,0.2616125219184185,0.0005543106024788456,147456000,4037.7,mha,42,100042,200042
5000,3.9090141654014587,3.9148557782173157,0.0058416411047801375,4.0061379567782085,0.005850160463402669,1.614315962791443,0.11071441322565079,0.2780249245919994,0.000535040141107975,163840000,4500.8,mha,42,100042,200042
5500,4.013375699520111,4.019308805465698,0.005933061591349542,3.9809516322612764,0.0058308684919029475,1.621699857711792,0.11206522583961487,0.2631132526763894,0.0005129129412749549,180224000,4988.2,mha,42,100042,200042
6000,3.862745463848114,3.868536651134491,0.00579117308370769,3.9534657363096875,0.0058382557689522704,1.5901283979415894,0.11200510710477829,0.26192863666963273,0.00048823729199324884,196608000,5472.8,mha,42,100042,200042
6500,3.813767373561859,3.8194879293441772,0.005720487213693559,3.9268649899959565,0.005840380813460797,1.5881126880645753,0.11143829673528671,0.27073472027595785,0.00046135698875578174,212992000,5958.8,mha,42,100042,200042
7000,3.73701673746109,3.7428556084632874,0.005838833982124925,3.90320006052653,0.005834803013131023,1.5792314291000367,0.11142852902412415,0.2638838427532126,0.000432646543576239,229376000,6402.2,mha,42,100042,200042
7500,3.763751208782196,3.7696233987808228,0.005872212816029787,3.8757670350869495,0.005842094900241742,1.576905655860901,0.11358907073736191,0.2582435501393999,0.00040250596706994045,245760000,6847.1,mha,42,100042,200042
8000,3.7557640075683594,3.7615461349487305,0.005782095482572913,3.854873076279958,0.005820832623479267,1.574954915046692,0.10978281497955322,0.24947462185956087,0.00037135519527336944,262144000,7290.0,mha,42,100042,200042
8500,3.8565085530281067,3.8623956441879272,0.0058871322544291615,3.8298194726308186,0.005836208704859018,1.5657303094863892,0.11129201203584671,0.2571343272574436,0.00033962823885115036,278528000,7734.8,mha,42,100042,200042
9000,3.863485813140869,3.869298994541168,0.005813203519210219,3.8112846410274503,0.0058263562604164085,1.562361192703247,0.11258076876401901,0.26045775288672807,0.00030776713620712216,294912000,8177.9,mha,42,100042,200042
9500,3.7087562680244446,3.7145147919654846,0.005758601240813732,3.790564574400584,0.005836385681759566,1.559668231010437,0.11239960044622421,0.2549299391612641,0.0002762157947482825,311296000,8622.5,mha,42,100042,200042
10000,3.6990193128585815,3.7048171758651733,0.005797892576083541,3.7713504028320313,0.0058340952545404435,1.5495176553726195,0.11323781311511993,0.252146075325214,0.00024541380610869324,327680000,9065.2,mha,42,100042,200042
10500,3.6646960973739624,3.6705210208892822,0.005824932944960892,3.745569159984589,0.0058423801907338205,1.543746256828308,0.11508005857467651,0.26049876326985155,0.00021579032150324256,344064000,9509.7,mha,42,100042,200042
11000,3.7349714040756226,3.7408483624458313,0.00587690609972924,3.7515388838450114,0.005813820543698967,1.5494646072387694,0.11204946041107178,0.2546774542840559,0.0001877580725433998,360448000,9952.4,mha,42,100042,200042
11500,3.4458802342414856,3.4518006443977356,0.005920364405028522,3.7206132535139718,0.0058449457834164305,1.5441621541976929,0.11190032958984375,0.25029052026444976,0.00016170762082042857,376832000,10397.1,mha,42,100042,200042
12000,3.667930543422699,3.6737955808639526,0.005865021841600537,3.7103807111581166,0.005830407106938462,1.539944314956665,0.11333638429641724,0.2553214911839049,0.0001380019163742152,393216000,10840.3,mha,42,100042,200042
12500,3.597744584083557,3.60360449552536,0.005859875585883856,3.6922062174479167,0.005839343685656786,1.5402058839797974,0.11441019922494888,0.25692223746624215,0.00011697124086228238,409600000,11285.0,mha,42,100042,200042
13000,3.6142725348472595,3.6201128363609314,0.00584031583275646,3.6839991970856985,0.005836173113590727,1.5310889720916747,0.11242014914751053,0.2563759476582654,9.890860588370181e-05,425984000,11727.5,mha,42,100042,200042
