iter,train_loss,val_loss,lr,tokens_seen,elapsed_s,attn_mode,seed,train_data_seed,val_data_seed
0,nan,10.928780797322592,0.0,0,0.0,mla_current,456,100456,200456
500,6.152251601219177,6.193064806461334,0.0001497,16384000,227.7,mla_current,456,100456,200456
1000,5.419991850852966,5.399007427692413,0.00029969999999999997,32768000,435.8,mla_current,456,100456,200456
1500,4.928694128990173,4.951960766315461,0.0004496999999999999,49152000,643.9,mla_current,456,100456,200456
2000,4.5951104164123535,4.626851061185201,0.0005996999999999999,65536000,851.9,mla_current,456,100456,200456
2500,4.463882327079773,4.457841499646505,0.0005981266088736952,81920000,1060.0,mla_current,456,100456,200456
3000,4.268808364868164,4.345340039730072,0.0005925175294683882,98304000,1268.2,mla_current,456,100456,200456
3500,4.292683124542236,4.271316102345785,0.0005832509032072879,114688000,1476.3,mla_current,456,100456,200456
4000,4.114358425140381,4.215921287139257,0.0005704558381153472,131072000,1684.4,mla_current,456,100456,200456
4500,4.192536234855652,4.16755977789561,0.0005543106024788456,147456000,1892.5,mla_current,456,100456,200456
5000,4.1282840967178345,4.131249960660934,0.000535040141107975,163840000,2100.5,mla_current,456,100456,200456
5500,4.020255863666534,4.109189132054647,0.0005129129412749549,180224000,2309.2,mla_current,456,100456,200456
6000,4.032498061656952,4.07534615834554,0.00048823729199324884,196608000,2517.3,mla_current,456,100456,200456
6500,4.038951396942139,4.041950399080912,0.00046135698875578174,212992000,2725.4,mla_current,456,100456,200456
7000,3.9949856996536255,4.022561276753743,0.000432646543576239,229376000,2933.5,mla_current,456,100456,200456
7500,3.957544684410095,4.001223421096801,0.00040250596706994045,245760000,3141.6,mla_current,456,100456,200456
8000,4.004901349544525,3.9917872246106465,0.00037135519527336944,262144000,3349.7,mla_current,456,100456,200456
8500,3.8769779205322266,3.9638102169831595,0.00033962823885115036,278528000,3557.8,mla_current,456,100456,200456
9000,3.807085931301117,3.9385671563943228,0.00030776713620712216,294912000,3765.8,mla_current,456,100456,200456
9500,3.838256299495697,3.920758364200592,0.0002762157947482825,311296000,3973.9,mla_current,456,100456,200456
10000,3.8902320861816406,3.901733121871948,0.00024541380610869324,327680000,4182.1,mla_current,456,100456,200456
10500,3.8804186582565308,3.881849027077357,0.00021579032150324256,344064000,4390.7,mla_current,456,100456,200456
11000,3.829264521598816,3.877831676006317,0.0001877580725433998,360448000,4598.7,mla_current,456,100456,200456
11500,3.7930817008018494,3.8576533059279123,0.00016170762082042857,376832000,4806.9,mla_current,456,100456,200456
12000,3.7942769527435303,3.838411207596461,0.0001380019163742152,393216000,5015.0,mla_current,456,100456,200456
12500,3.6467525959014893,3.8288268252213795,0.00011697124086228238,409600000,5223.4,mla_current,456,100456,200456
13000,3.660867929458618,3.816731773217519,9.890860588370181e-05,425984000,5431.5,mla_current,456,100456,200456
13500,3.7374666929244995,3.8110531997680663,8.406567057113034e-05,442368000,5639.6,mla_current,456,100456,200456
14000,3.74269437789917,3.811429961125056,7.264923532945212e-05,458752000,5847.6,mla_current,456,100456,200456
14500,3.6743624806404114,3.7974857366085053,6.481836057229788e-05,475136000,6055.7,mla_current,456,100456,200456
15000,3.759033679962158,3.7861697300275168,6.068215059988e-05,491520000,6263.8,mla_current,456,100456,200456
